#{"t_start": 1774617788.4858, "env_id": "None"}
r,l,t
0.5561311,75,221.391614
0.50527143,75,221.452698
0.5330379,75,221.513448
0.47024623,75,221.574819
0.5081849,75,221.633916
0.5058327,75,221.693191
0.51612276,75,221.75128
0.5253202,75,221.809544
0.52996194,75,221.868812
0.5645162,75,221.927218
0.5141577,75,221.986484
0.51934195,75,222.046743
0.5026918,75,222.107959
0.56464696,75,222.168456
-144.2279,41775,224.664577
0.53924143,75,224.724984
0.52024364,75,224.784854
0.5084021,75,224.844936
0.4805232,75,224.905333
-0.22655064,3804,224.940262
0.49213713,75,224.965092
0.4988525,75,224.999183
0.53520745,75,225.025195
0.49609065,75,225.059356
0.5133503,75,225.085035
-167.5721,11092,226.739561
0.44963637,75,226.799939
0.528332,75,226.859596
0.5334952,75,226.919992
-149.60255,34064,229.640842
0.50063777,75,229.706131
0.50755984,75,229.771256
-60.06369,8154,230.073683
0.46672958,75,230.141029
0.49504814,75,230.936422
0.50009334,75,231.004624
0.5095882,75,231.071598
0.48088998,75,231.137555
0.4777019,75,231.203715
0.45944744,75,231.270693
2.8982658,4117,234.912944
0.435027,75,234.979494
0.39782274,75,235.044488
0.45069912,75,235.110098
0.4592598,75,235.178671
-0.5477086,3561,235.189727
0.42361948,75,235.244216
0.4504859,75,235.254914
0.48116532,75,236.049762
0.47519234,75,236.06064
0.42911,75,236.117159
0.47260916,75,236.128157
-384.43994,16122,236.149475
0.4701659,75,236.184829
0.4855165,75,236.195174
0.4296889,75,236.216677
0.44733074,75,236.251091
0.4781347,75,236.26184
0.47598147,75,236.282058
0.43911514,75,236.316389
0.4749994,75,236.326974
0.47125942,75,236.348065
0.44993317,75,236.382265
0.4537384,75,236.413102
0.3673624,75,236.447105
0.42538622,75,236.478529
0.471011,75,236.513396
0.49167258,75,236.54495
0.4940183,75,236.612164
0.4601557,75,236.679275
0.44920796,75,236.745972
0.3470774,75,236.812312
0.4526425,75,236.878668
0.46001413,75,236.94396
0.47132516,75,237.011955
0.44049323,75,237.079641
0.41439426,75,237.145956
-99.406685,9347,238.882598
0.44372705,75,238.948952
0.42594597,75,239.016472
0.40461892,75,239.082854
0.45996064,75,239.149564
0.43197605,75,239.220294
0.47499663,75,239.291975
0.45046794,75,239.359428
0.4162163,75,239.427719
-13.01914,5239,242.660215
5.874961,3108,242.952786
0.35006976,75,243.752406
0.43657544,75,243.817793
0.3096476,75,243.884269
-309.9138,14842,243.910249
0.36743093,75,243.949613
0.4112298,75,244.014944
0.40070102,75,244.081567
0.39086282,75,244.1472
-322.25256,16829,246.426072
-93.17423,9601,247.799483
0.34661064,75,247.864904
0.33893633,75,247.931681
0.36517602,75,247.997636
3.9635112,1469,250.040037
0.275016,75,250.106257
0.29186684,75,250.172268
0.29954463,75,250.237823
0.28203434,75,250.303778
0.3483862,75,250.372428
0.31792223,75,250.437047
0.36561507,75,250.501918
0.3700597,75,250.567847
0.3638225,75,251.363964
0.3515753,75,251.430621
-164.85596,11935,252.156649
0.34465533,75,252.22262
0.33066398,75,252.288056
0.32031426,75,252.353117
-775.9599,24728,252.369972
0.29069144,75,252.418453
0.2828712,75,252.435711
0.3287169,75,252.483316
0.22171903,75,252.500969
0.31798542,75,252.547629
0.29235503,75,252.565604
0.3589987,75,252.614689
0.3357108,75,252.63181
0.32522777,75,252.679122
-1469.3457,47292,252.688907
0.3028037,75,252.696548
0.3144702,75,252.754673
0.34595066,75,252.762785
0.28299382,75,252.818681
0.31458396,75,252.826821
0.34121114,75,252.883779
0.30549294,75,252.891715
0.3283973,75,252.948642
0.34102523,75,253.013888
0.32190293,75,253.079633
-48.73997,7948,253.852076
0.2659663,75,253.862315
0.28935412,75,253.919198
0.31037146,75,253.928209
0.27402714,75,253.984817
0.22010109,75,253.994291
0.3371984,75,254.049337
0.28813416,75,254.058952
0.28916758,75,254.116967
0.34540907,75,254.126569
0.3173093,75,254.183684
0.2784974,75,254.193261
4.2605925,1210,254.672545
0.2835393,75,254.737528
0.2931875,75,254.803288
0.33037895,75,254.868472
0.25509772,75,254.936028
0.33396697,75,255.009768
0.2465374,75,255.075975
0.29160616,75,255.143671
0.24770735,75,255.212841
3.4436035,1216,255.277793
0.29108414,75,255.280705
0.35963753,75,255.345729
0.32327402,75,255.34853
0.2782356,75,255.412941
0.34401906,75,255.479716
3.0628357,1913,256.628333
2.3187015,504,256.665991
0.32955372,75,256.69374
0.28508538,75,256.731136
0.32451478,75,256.759414
0.32889205,75,256.796652
0.26997322,75,256.824092
0.33196077,75,256.861502
0.23549196,75,256.888734
0.3205616,75,256.925428
0.24984825,75,256.953
0.3343574,75,256.989526
0.32769206,75,257.01774
0.25603512,75,257.057136
0.35570398,75,257.086196
0.30994153,75,257.126025
0.31595245,75,257.154053
0.26833186,75,257.192993
0.31344235,75,257.22049
0.30780524,75,257.259127
0.3072215,75,257.287138
0.31052563,75,257.324796
0.3521272,75,257.352434
0.34142682,75,257.390358
0.3406827,75,257.418647
0.30308834,75,257.45657
0.29929444,75,257.484429
0.24799278,75,257.521917
0.34103408,75,257.549105
0.29654652,75,257.586217
0.29030547,75,257.614214
0.27052498,75,257.653193
0.3083678,75,257.68127
0.33607686,75,257.719181
0.32928395,75,257.747111
0.31795684,75,257.784474
0.2887987,75,257.812043
0.31424558,75,257.848545
0.2720922,75,257.877117
0.30687058,75,257.914146
0.32502705,75,257.941809
0.3000367,75,257.979086
0.3319152,75,258.007709
0.3215161,75,258.044586
0.29579672,75,258.072244
0.2730992,75,258.109586
0.29470712,75,258.138353
0.26440033,75,258.175759
0.29402572,75,258.203743
-134.51665,11767,258.926909
0.32369494,75,258.964426
0.315868,75,258.99228
0.29659545,75,258.993291
0.27912346,75,259.029421
0.29983985,75,259.056538
0.27394474,75,259.057581
0.28080368,75,259.09316
0.29343423,75,259.119848
0.34417018,75,259.12086
0.26661804,75,259.157265
0.27100405,75,259.18508
0.30631036,75,259.186035
0.28358802,75,259.223616
0.2999443,75,259.25102
0.2922091,75,259.25195
0.3104949,75,259.2883
0.25086787,75,259.316427
0.30240616,75,259.317442
0.28539228,75,259.354455
0.272421,75,259.383173
0.2719018,75,259.384149
0.30388555,75,259.419918
0.23984313,75,259.447856
0.3100917,75,259.448912
0.2094757,75,259.487398
0.33382186,75,259.515457
0.31874052,75,259.516374
0.30628094,75,259.552768
0.2806567,75,259.58118
0.30288377,75,259.582207
0.27425632,75,259.619459
0.30900872,75,259.648284
0.3217135,75,259.649224
7.2356334,3251,259.664292
0.32103318,75,259.685493
0.22687674,75,259.712607
0.25363198,75,259.713453
0.27659643,75,259.728376
0.30951947,75,259.749396
0.28445712,75,259.776278
0.34101787,75,259.777145
0.29708022,75,259.792561
0.31672868,75,259.813375
0.28477648,75,259.840535
0.3387741,75,259.841465
0.31232405,75,259.856352
0.32897297,75,259.87759
0.32076642,75,259.904964
0.26896867,75,259.905873
0.29027635,75,259.921102
0.33036163,75,259.942683
0.30410358,75,259.970602
0.31582722,75,259.97154
0.32254675,75,259.986107
0.3391575,75,260.008871
0.30661196,75,260.036633
0.3283757,75,260.037497
0.29921183,75,260.051808
0.26022413,75,260.07436
0.28531864,75,260.101833
0.23998794,75,260.102714
0.2703574,75,260.117754
0.36093193,75,260.138818
0.26746875,75,260.166103
0.27495354,75,260.167105
0.30135563,75,260.181659
0.28864264,75,260.203043
0.31255558,75,260.231027
0.2924767,75,260.232039
0.2501753,75,260.247128
0.3465481,75,260.268529
0.29909348,75,260.296121
0.2539543,75,260.297041
0.2868862,75,260.311171
0.2850499,75,260.333147
0.27407974,71,260.3572
0.28571102,75,260.36163
0.3249573,75,260.3762
0.31674978,75,260.397899
0.24278288,75,260.422178
0.29907113,75,260.426633
0.29193678,75,260.441003
0.28923598,75,260.46278
0.2917795,75,260.486739
0.29030916,75,260.491223
0.31971315,75,260.505907
0.21542776,75,260.527303
0.27977788,75,260.551357
0.27718523,75,260.55582
0.3131645,75,260.570279
0.3190277,75,260.591824
0.3148996,75,260.615924
0.27988073,75,260.620326
0.28291875,75,260.635003
0.308469,75,260.657069
0.27968112,75,260.68139
0.3080276,75,260.68567
0.24679247,75,260.70059
0.3302226,75,261.454972
-207.59274,14697,261.462653
0.31128335,75,261.478958
0.27668756,75,261.483041
0.2930266,75,261.498102
0.281816,75,261.519116
0.31368715,75,261.526819
0.28286946,75,261.543261
0.30519226,75,261.547351
0.3261592,75,261.562282
0.22547677,69,261.578423
0.3002309,75,261.591315
0.28678656,75,261.60799
0.23106992,75,261.612254
0.30055392,75,261.626545
0.3199868,75,261.642888
0.32986766,75,261.655953
0.3380233,75,261.672459
0.2897896,75,261.677007
0.34662247,75,261.691276
0.25301433,75,261.707653
0.28761685,75,261.720963
0.28109673,75,261.736711
0.26535532,75,261.741365
0.31028086,75,261.755789
0.24983539,72,261.769287
0.32653427,75,261.785466
0.26780838,74,261.800651
0.31450987,75,261.805979
0.27355653,75,261.820636
0.26051766,75,261.835041
0.2944793,75,261.850439
0.27458507,75,261.866381
0.34579265,75,261.871522
0.28383684,75,261.886337
0.2941339,75,261.90016
0.32868752,75,261.915254
0.29868189,75,261.931194
0.27383983,75,261.936188
0.34462744,75,261.950459
0.33444148,75,261.963929
0.31069344,75,261.979859
0.33534226,75,261.995199
0.29062125,75,262.000412
0.2821477,75,262.014852
0.27570638,75,262.028831
0.24431291,75,262.044149
0.32140955,75,262.0594
0.32601267,75,262.064594
0.25774673,75,262.079793
0.26036316,75,262.093395
0.26270095,75,262.10867
0.26121274,75,262.124239
0.3089914,75,262.129508
0.31682155,75,262.144413
0.26148233,75,262.158913
0.31688637,75,262.174379
0.32671037,75,262.189871
0.24171147,75,262.195113
0.27982894,75,262.209209
0.26940733,75,262.222293
0.27378055,75,262.237903
0.3178711,75,262.253108
0.3512441,75,262.258159
0.28433412,75,262.273072
0.29291928,75,262.286632
0.3025698,75,262.302757
0.2890586,75,262.318229
0.31882128,75,262.323145
0.27605298,75,262.337852
0.30872503,75,262.351164
0.31859407,75,262.367387
0.24842395,75,262.382409
0.24241848,75,262.387057
0.28873032,75,262.401216
0.29221365,75,262.414775
0.29330215,75,262.430023
0.25949812,75,262.445293
0.26905024,75,262.450253
0.2601125,75,262.464575
0.31136242,75,262.477897
0.31096283,75,262.49285
0.2870038,75,262.508365
0.27049607,75,262.513669
0.29426757,75,262.52814
0.28486615,75,262.54206
0.28623444,75,262.558081
0.3065087,75,262.573458
0.3261399,75,262.580779
0.32028675,75,262.595632
0.30370095,75,262.60972
0.27700338,75,262.625402
0.28966427,75,262.640725
0.2653711,75,262.646223
0.24211286,75,262.661308
0.26364315,75,262.675301
0.2728695,75,262.69072
0.26609528,75,262.706017
0.31893182,75,262.711123
0.2683705,75,262.725251
0.27659303,75,262.739244
0.29606098,75,262.754484
0.27661067,75,262.769265
0.25374055,75,262.774327
0.30204293,75,262.7887
0.26394653,75,262.802654
0.27941537,75,262.817899
0.33070093,75,262.833854
0.28293315,75,262.838573
0.28073892,75,262.853338
0.26621372,75,262.867443
0.26851568,75,262.882795
0.28223366,75,262.898422
0.26034886,75,262.90359
0.29241768,75,262.917816
0.26158607,75,262.931638
0.29542264,75,262.94661
0.28581718,75,262.961604
0.32706806,75,262.966644
0.2633333,75,262.980996
0.26574767,75,262.994919
0.27247885,75,263.010334
0.28219077,75,263.026048
0.27198085,75,263.030908
0.28684813,75,263.045195
0.2534676,75,263.058731
0.28965265,75,263.073789
0.29280925,73,263.086866
0.28720877,75,263.094166
0.3192639,75,263.108851
0.3210731,75,263.122438
0.3268789,75,263.138243
0.26928014,75,263.15137
0.30326682,75,263.158418
0.33362496,75,263.172861
0.25735447,75,263.186293
0.3263551,75,263.934988
0.23749441,75,263.949407
0.3138519,75,263.956653
0.2870546,75,263.97063
0.29981107,75,263.985014
0.28498086,75,264.00028
0.2907261,75,264.01383
0.29860273,75,264.020855
0.29505482,75,264.035841
0.32226753,75,264.049579
0.21658072,66,264.057083
0.29388866,71,264.07516
0.2999911,75,264.085496
0.28617582,75,264.099568
0.257276,75,264.113056
-20.94309,8924,264.114776
0.3051929,75,264.120715
0.2681461,75,264.13833
0.26579684,75,264.148276
0.2652466,75,264.162797
0.30233544,75,264.176434
0.262202,75,264.178162
0.31899732,75,264.183974
0.26502705,75,264.201754
0.25193256,75,264.211864
0.32871392,75,264.22649
0.27600545,75,264.23966
0.35056445,75,264.241436
0.31188226,75,264.247454
0.3093986,75,264.264952
0.18099187,57,264.273975
0.2922869,75,264.274884
0.3192078,75,264.302571
0.2907609,75,264.30426
0.2828367,75,264.310128
0.31174752,75,264.328196
0.268749,75,264.337211
0.2764185,75,264.338125
0.27832988,75,264.365943
0.2984413,75,264.367639
0.2940874,75,264.373467
0.27306825,75,264.391714
0.2816438,75,264.401208
0.31457424,75,264.402027
0.27905548,75,264.42986
0.2465185,75,264.431643
0.3135032,75,264.437576
-48.12544,10734,264.449806
0.29438964,75,264.455611
0.2776035,75,264.4652
0.28666842,75,264.4661
0.26150292,75,264.494175
0.24142557,75,264.495935
0.29778415,75,264.501904
0.2595931,75,264.51338
0.25210777,75,264.519309
0.29460105,75,264.528487
0.25236937,75,264.529396
0.31919348,75,264.556461
0.29724693,75,264.558284
0.34071916,75,264.56407
0.32575887,75,264.575986
0.27923977,75,264.58195
0.30900243,75,264.591558
0.3063366,75,264.592499
0.29579082,75,264.620954
0.32545385,75,264.622788
0.29837406,75,264.629002
0.2935375,75,264.640974
0.24430513,75,264.647365
0.3349059,75,264.657235
0.27300453,75,264.658151
0.273788,75,264.686079
0.29601428,75,264.687985
0.33131,75,264.694098
0.29361534,75,264.705531
0.32940704,75,264.711359
0.33260292,75,264.720794
0.32343313,75,264.72163
0.28302103,75,264.749328
0.28113273,75,264.751124
0.32986352,75,264.757163
0.3491437,75,264.76899
0.27789822,75,264.775
0.25185788,75,264.784743
0.26365936,75,264.78557
0.34750816,75,264.814907
0.2543146,75,264.816515
0.27022317,75,264.82305
0.31153518,75,264.834888
0.3167973,75,264.840605
0.29362118,75,264.850063
0.2808316,75,264.851114
-201.3705,15205,264.861071
0.3027913,75,264.878737
0.3155084,75,264.880448
0.2591574,75,264.886444
0.23995464,75,264.898823
0.21109731,75,264.904785
0.34560463,75,264.913979
0.25783038,75,264.915032
0.25847918,75,264.925072
0.2323347,67,264.937442
0.29832458,72,264.940239
0.26599225,75,264.950217
0.27378944,75,264.962105
0.2450126,75,264.968046
0.26991352,75,264.977417
0.32873356,75,264.978402
0.26895207,73,264.987059
0.31375715,75,265.001935
0.28371385,75,265.004596
0.33258703,75,265.014814
0.29371512,75,265.026545
0.30001777,75,265.032199
0.23094141,75,265.041201
0.30788955,75,265.042087
0.33811775,75,265.050647
0.3121718,75,265.064934
0.32553875,75,265.067583
0.2786661,75,265.0777
0.3275016,75,265.089531
0.28554475,75,265.095368
0.30611578,75,265.104446
0.30833408,75,265.10529
0.2989404,75,265.113904
0.2857717,75,265.128224
0.326675,75,265.130701
0.3173034,75,265.140561
0.2952255,75,265.151847
0.30199158,75,265.157847
0.3277054,75,265.166983
0.30509847,75,265.167811
0.2720037,75,265.176237
0.27087852,75,265.190964
0.25585827,75,265.193394
0.28435254,75,265.203503
0.28312114,75,265.215463
0.33602646,75,265.221654
0.25792164,75,265.230702
0.2917314,75,265.231512
0.2516488,75,265.239769
0.31734028,75,265.254371
0.27055436,75,265.25714
0.27229416,75,265.267193
0.3212427,75,265.278822
0.29202506,75,265.284634
0.28814647,75,265.294079
0.33342883,75,265.294909
0.27241045,75,265.303076
0.29308602,75,265.317521
0.28832072,75,265.320071
0.26163974,75,265.330197
0.34620133,75,265.341807
0.2526048,75,265.34752
0.31658465,75,265.356802
0.27110243,75,265.357793
0.3350014,75,265.366286
0.28434712,75,265.380581
0.31697154,75,265.383272
0.25889695,75,265.393059
0.29813138,75,265.404577
0.28485775,75,265.410477
0.33111072,75,265.419715
0.29442394,75,265.420614
0.29820773,75,265.428797
0.3267046,75,265.442778
0.2920175,75,265.445425
0.28103563,75,265.455542
0.33410418,75,265.46695
0.26872626,75,265.472769
0.33264348,75,265.481839
0.28313324,75,265.482712
0.28397012,75,265.490987
0.30319524,75,265.50481
0.2703368,75,265.507345
0.30217776,75,265.517258
0.28197274,75,265.52924
0.23461959,75,265.535127
0.28818688,75,265.544664
0.2982465,75,265.545609
0.32070088,75,265.5541
0.2950321,75,265.568812
0.33627322,75,265.571347
0.28249505,75,265.581589
0.28325385,75,265.593349
0.3082706,75,265.599228
0.34058982,75,265.608251
0.31909972,75,265.609171
0.26411095,75,265.617319
0.3037181,75,265.631047
0.2882821,75,265.63374
0.33470306,75,265.643902
0.2813275,75,265.655703
0.30098233,75,265.661851
0.27026904,75,266.403212
0.2658748,75,266.404136
0.24630801,75,266.412481
0.265211,75,266.427224
0.26579875,75,266.429717
0.29645598,75,266.439585
0.3007771,75,266.451587
0.30044866,75,266.457389
0.32695273,75,266.466343
0.19109607,75,266.467163
0.25929448,75,266.475599
0.28910935,75,266.489874
0.29119158,75,266.492696
0.2979654,75,266.50283
0.33066654,75,266.51505
0.29813525,75,266.521264
0.2530671,75,266.530604
0.2291097,75,266.531464
0.31941164,75,266.53977
0.2776113,75,266.554701
0.30681908,75,266.557421
0.3183535,75,266.567413
0.3014782,75,266.579397
0.29346323,70,266.581218
0.27001595,75,266.594698
0.2790258,75,266.595486
0.2886537,75,266.603641
0.284536,75,266.617913
0.27932793,75,266.620626
0.2557029,75,266.630485
0.30281368,75,266.641842
0.28799677,75,266.643597
0.30027896,75,266.656744
0.3283453,75,266.65762
0.27804384,75,266.66615
0.26856756,73,266.678863
0.25960708,75,266.682965
0.3264589,75,266.693492
0.29911575,75,266.705242
0.3061031,75,266.706969
0.2957226,75,266.720674
0.2382063,75,266.721475
0.27782372,75,266.730012
0.28728637,75,266.742548
0.3331632,75,266.746708
0.2948366,75,266.757117
0.31306484,75,266.768579
0.288259,75,266.770238
0.2577444,75,266.783424
0.27332845,75,266.784439
0.2605033,75,266.792887
0.21536368,68,266.803868
0.3007771,75,266.805586
0.33081245,75,266.819149
0.26634318,75,266.831284
0.32790613,75,266.833138
0.2901263,75,266.846495
0.29811037,75,266.847312
0.29865846,75,266.855784
0.3274978,75,266.867141
0.3124022,75,266.868885
0.3044973,75,266.883053
0.2321851,75,266.894664
0.2893877,75,266.89625
0.3101175,75,266.910031
0.30024698,75,266.910951
0.26265347,75,266.919209
0.31840926,75,266.930119
0.26748055,75,266.931827
0.2619336,75,266.945259
0.29157916,75,266.956986
0.27359998,75,266.958716
0.25508165,75,266.972271
0.2756482,75,266.973128
0.21410976,75,266.981353
0.3119871,75,266.992148
0.2877947,75,266.993883
0.27276206,75,267.007977
0.29756916,75,267.019566
0.31719956,75,267.0215
0.26850447,75,267.035135
0.27081233,75,267.035967
0.32405674,75,267.04474
0.3052593,75,267.056458
0.34676963,75,267.05833
0.27064443,75,267.073902
0.24846071,72,267.084707
0.2672174,75,267.085622
0.2735752,75,267.101448
0.3406443,75,267.1023
0.295893,75,267.11091
0.26249447,75,267.122195
0.28133905,75,267.123974
0.28964654,75,267.138269
0.29516566,75,267.14937
0.2771634,75,267.150154
0.30182108,75,267.165326
0.3322461,75,267.166314
0.3146804,75,267.174443
0.29742455,75,267.185695
0.28718144,75,267.187482
0.32345027,75,267.201692
0.31233943,75,267.212643
0.30244455,75,267.213421
0.31005117,75,267.228649
0.30549675,75,267.229578
0.25158986,75,267.237679
0.32377613,75,267.248878
0.27130875,75,267.250636
0.2747226,75,267.264678
0.29361612,75,267.275746
0.33950707,75,267.276642
0.23194702,75,267.291159
0.3048377,75,267.292015
0.27387396,75,267.300319
0.2864872,75,267.310942
0.33127862,75,267.312728
0.257802,75,267.326814
0.35319272,75,267.337449
0.3308194,75,267.338402
0.3268835,75,267.353077
0.26847056,75,267.35396
0.2692997,75,267.362242
0.2909576,72,267.370585
0.2786944,75,267.374877
0.2572169,75,267.389379
0.31012827,75,267.400483
0.3101154,75,267.401466
0.30444217,75,267.416857
0.30449653,75,267.417794
0.24419442,75,267.426479
0.32665455,75,267.435004
0.3408339,75,267.439247
0.25970268,72,267.450891
0.32030368,75,267.464115
0.32600158,75,267.464958
0.26955816,75,267.479706
0.31417194,75,267.480529
0.29951146,75,267.488832
0.28704482,75,267.497078
0.29288244,75,267.501297
0.2633126,67,267.506175
0.29262626,75,267.526608
0.30932626,75,267.527582
0.32286203,75,267.542375
0.290921,75,267.543201
0.32126105,75,267.551456
0.2979812,75,267.559978
0.32895035,75,267.564247
0.23091057,75,267.569327
0.294685,75,267.589083
0.29223105,75,267.589975
0.23723845,75,267.604557
0.31780615,75,267.605499
0.30489478,75,267.613622
0.2566928,75,267.62202
0.29911068,75,267.626416
0.31290847,75,267.631072
0.32903627,75,267.650645
0.2621395,75,267.651549
0.31805617,75,267.666275
0.26574388,75,267.667178
0.33300674,75,267.675601
0.28867084,75,267.683781
0.3502458,75,267.688014
0.24477607,75,267.693204
0.30161983,75,267.713116
0.28595984,75,267.714049
0.28858653,75,267.729667
0.28868112,75,267.730617
0.28100017,75,267.738826
0.2680015,75,267.747223
0.32092303,75,267.751776
0.28232223,75,267.757097
0.2930233,75,267.777729
0.2815302,75,267.778745
0.20943797,75,267.793613
0.3077819,75,267.794436
0.30210742,75,267.80289
0.33279684,75,267.811024
0.31176373,75,267.815181
0.27683657,75,267.820571
0.26148063,75,267.841723
0.26130548,75,267.842523
0.28456172,75,267.858003
0.26982075,75,267.858903
0.26212242,75,267.867176
0.27665743,75,267.876079
0.31547934,75,267.880138
0.30227,75,267.885227
0.28074336,75,267.905614
0.26593104,75,267.906523
0.28571284,75,267.921808
0.28749517,75,267.922731
0.24227661,75,267.931302
0.34516653,75,267.940377
0.32190382,75,267.944697
0.33713433,75,267.949968
0.32364142,75,267.970265
0.31862226,75,267.971117
0.2712487,71,267.983336
0.26840255,75,267.987491
0.2494876,68,267.990013
0.2703451,75,268.003733
0.27313673,75,268.008161
0.28526133,75,268.01317
0.28078005,75,268.033527
0.3218969,75,268.03445
0.26235592,75,268.046041
0.30047747,75,268.050075
0.28094587,75,268.052651
0.24120246,75,268.066957
0.26923525,75,268.071169
0.2991859,75,268.076229
0.28256837,75,268.096679
0.27352488,75,268.097551
0.29455462,75,268.109378
0.26720288,75,268.113818
0.3059437,75,268.116357
0.26941705,75,268.85937
0.30045983,75,268.863946
0.29431438,75,268.86893
0.2718491,75,268.889695
0.28099728,75,268.89062
0.31178957,75,268.902212
0.28573382,75,268.906419
0.23587371,75,268.909037
0.23499434,75,268.923688
0.26406607,70,268.923722
0.28050974,75,268.933095
0.30502555,75,268.952987
0.26788437,75,268.953944
0.3217895,75,268.965267
0.2796613,75,268.969606
0.29176986,75,268.972153
0.32776964,75,268.986321
0.23678717,75,268.98635
0.30186248,75,268.995346
0.31772077,75,269.017492
0.3079693,75,269.018499
0.22847192,75,269.030721
0.31252614,75,269.034973
0.27620056,75,269.037381
0.31011486,75,269.051624
0.2955634,75,269.051657
0.3291601,75,269.060719
0.3174238,75,269.080382
0.30115238,75,269.081169
0.29998302,75,269.093174
0.28972885,75,269.097124
0.3021651,75,269.099653
0.31606048,75,269.113623
0.3231306,75,269.113648
0.28181046,75,269.122485
0.29973972,75,269.141994
0.25858948,75,269.142875
0.2723552,75,269.154196
0.33871773,75,269.158318
0.28391072,75,269.160858
0.30918378,75,269.174598
0.30015826,75,269.174627
0.32842052,75,269.183952
0.33165622,75,269.20419
0.29673016,75,269.205141
0.30101302,75,269.216988
0.27025226,75,269.221427
0.34584492,75,269.224114
0.31885993,75,269.238766
0.3305167,75,269.2388
0.2929864,75,269.248231
0.2557823,69,269.262896
0.30479267,75,269.268569
0.29805285,75,269.280231
0.30107936,75,269.284433
0.2797632,75,269.286988
0.30365267,75,269.301656
0.29361087,75,269.301691
0.2456947,75,269.310499
0.35299772,75,269.325942
0.3241152,75,269.332511
0.29207614,75,269.344217
0.2704597,75,269.348165
0.33814073,75,269.350774
0.27457112,75,269.365327
0.28332815,75,269.365364
0.33274314,75,269.374609
0.31275702,75,269.38957
0.34739035,75,269.39516
0.28802603,75,269.406448
0.27956238,75,269.410595
0.32016098,75,269.413119
0.24932626,75,269.427289
0.32026318,75,269.427319
0.27084628,75,269.436133
0.28526264,75,269.451487
0.29039705,75,269.457101
0.3310144,75,269.468646
0.3363478,75,269.472833
0.32053038,75,269.475407
0.30469775,75,269.489769
0.2904333,75,269.489798
0.3405433,75,269.499027
0.3034345,75,269.514459
0.31800902,75,269.52061
0.29691896,75,269.532835
0.32592735,75,269.536901
0.28085947,75,269.539572
0.2528204,75,269.554356
0.30716,75,269.554388
0.3248965,75,269.563646
0.28307727,75,269.579045
0.31434593,75,269.585386
0.31684634,75,269.597508
0.292863,75,269.601723
0.32886,75,269.604153
0.26503238,75,269.618621
0.31602424,75,269.618658
0.27508906,75,269.628062
0.30263856,75,269.643495
0.3280268,75,269.649846
0.26062614,75,269.662001
0.26955843,75,269.666203
0.30272505,75,269.668627
0.33105487,75,269.682485
0.29949778,75,269.682515
0.29009297,75,269.692163
0.31624544,75,269.70711
0.23031339,75,269.713077
0.3198696,75,269.72513
0.27205056,75,269.72941
0.333393,75,269.731836
0.290376,75,269.746306
0.29447544,75,269.746337
0.25948292,75,269.755531
0.33169103,75,269.770364
0.29886276,75,269.776226
0.32535434,75,269.788
0.27232325,75,269.792325
0.286245,75,269.794929
0.3053426,75,269.809076
0.3144605,75,269.809106
0.33804625,75,269.817768
0.27162996,75,269.832955
0.25533503,75,269.838541
0.29136208,75,269.850254
0.30415612,75,269.854435
0.28566182,75,269.856919
0.2989847,75,269.870927
0.29168418,75,269.870956
0.2771109,75,269.88001
0.30304354,75,269.895094
0.32059896,75,269.901241
0.31518227,75,269.912972
0.30086926,75,269.917317
0.29267827,75,269.919833
0.2813169,75,269.93368
0.3042917,75,269.933718
0.28288704,75,269.94291
0.25962946,73,269.956336
0.29629794,75,269.963738
0.31002456,75,269.97538
0.3101868,75,269.979817
0.33516556,75,269.982405
0.3323821,75,269.996762
0.28928182,75,269.996791
0.26209858,75,270.00579
0.33377755,75,270.018798
0.2576143,75,270.026521
0.31242013,75,270.037686
0.33677435,75,270.042127
0.2947837,75,270.044719
0.2914898,75,270.058853
0.32328126,75,270.058883
0.30638084,75,270.067839
0.30357236,75,270.08075
0.26132968,75,270.088483
0.2713446,75,270.099965
0.3168777,75,270.103964
0.29025224,75,270.106415
0.32797417,75,270.12079
0.27793637,75,270.120818
0.28064215,75,270.129914
0.29597026,75,270.143068
0.28778562,75,270.150499
0.2940502,75,270.162089
0.34662995,75,270.166311
0.2776759,75,270.168896
0.26753354,75,270.183445
0.31477252,75,270.183476
0.27312642,75,270.192458
0.29306838,75,270.205568
0.28721914,75,270.212982
0.28534052,75,270.225103
0.26826203,75,270.229339
0.29104677,75,270.232037
0.33295864,75,270.246397
0.30223083,75,270.246426
0.25675362,75,270.255673
0.30397573,75,270.269048
0.31743875,75,270.276632
0.31460533,75,270.28812
0.2702188,75,270.29244
0.27215728,75,270.294889
0.26206917,75,270.308794
0.27063072,75,270.308826
0.2355074,75,270.318126
0.3091608,75,270.331475
0.23008804,75,270.338771
0.31716084,75,270.349989
0.2981766,75,270.354164
0.25287962,75,270.356705
0.30281088,75,270.371134
0.31124255,75,270.371168
0.25398752,75,270.380701
0.2861106,75,270.393972
0.3467103,75,270.401351
0.32369414,75,270.412922
0.3198171,75,270.417045
0.2623797,75,270.419603
0.3231248,75,270.434176
0.32819545,75,270.43421
0.339589,75,270.443332
0.30633456,75,270.457202
0.32201824,75,270.465075
0.28056732,75,270.476537
0.31056768,75,270.480703
0.29550153,75,270.483223
0.27096966,68,270.491973
0.34673363,75,270.497983
0.32847077,75,270.50733
0.27967563,75,270.52084
