label,start_time_s,return_time_s,return_duration_s,start_radial_error_m,return_threshold_m,path_length_m,mean_current_A,peak_current_A,energy_J,start_x_m,start_y_m
Release 1,67.67882570000074,74.89444250000088,7.215616800000134,0.754872675192459,0.18,0.9692981367799224,2.6016181445004345,12.99625015258789,51.56549031698083,-0.134384591968813,0.7154535872617835
Release 2,85.00510829999985,101.05071730000054,16.045609000000695,0.769420309386368,0.18,4.277879675795585,4.159061432330417,11.91249942779541,223.02740929719704,0.9803248923139876,0.7739700195176165
Release 3,109.78614300000118,113.86647739999898,4.08033439999781,0.672883094393708,0.18,0.8841328862669268,3.30803563694705,14.554999351501465,27.570515047886104,0.9939626203599162,-0.1563931934270585
Release 4,134.05270709999968,139.7429618999995,5.6902547999998205,0.7261631505097507,0.18,1.479180127204212,2.6258855505701253,13.085000038146973,38.27816817382083,-0.1584555643683307,-0.184979071200021
