episode_label,Time_s,loop_dt,X,Y,Z,Vel_Z,Target_X,Target_Y,Target_Z,M1,M2,M3,M4,Obs_IsContact,VBat_V,Current_A,radial_error,power_W,relative_time_s,x_error_m,y_error_m
Release 1,73.65931509999791,0.0051597999990917,0.2598366193027173,0.4348936755813866,0.8167799418018421,1.2484189770507594,0.4402563297203632,0.2259430492011267,1.0,0,61,357,78,0.0,3.8212499618530273,2.346250057220459,0.276064550733864,8.965607941651342,5.980489399997168,-0.18041971041764593,0.20895062638025988
Release 1,73.66414630000145,0.0047010000016598,0.2593938721414162,0.4351640470952612,0.8227938642722513,1.2531405349036908,0.4402563297203632,0.2259430492011267,1.0,0,199,214,26,0.0,3.8212499618530273,2.346250057220459,0.27655859147984146,8.965607941651342,5.985320600000705,-0.18086245757894703,0.20922099789413448
Release 1,73.66910369999823,0.0051039999998465,0.2589421781393762,0.4353381475901494,0.8288288134215169,1.219817237565088,0.4402563297203632,0.2259430492011267,1.0,0,199,214,26,0.0,3.808749914169311,2.90874981880188,0.27698579168051496,11.078700622701659,5.990277999997488,-0.18131415158098702,0.20939509838902268
Release 1,73.67439749999903,0.0051839999978255,0.2585436835251003,0.4354123726612405,0.8346364696063714,1.17058214720609,0.4402563297203632,0.2259430492011267,1.0,0,361,14,27,0.0,3.808749914169311,2.90874981880188,0.2773028727909658,11.078700622701659,5.995571799998288,-0.1817126461952629,0.2094693234601138
Release 1,73.67911009999807,0.0048298000001523,0.25813100186173,0.4357388555550258,0.8402991209313058,1.1619269555611202,0.4402563297203632,0.2259430492011267,1.0,0,361,14,27,0.0,3.836249828338623,1.278749942779541,0.27781993343044586,4.905604248476038,6.0002843999973265,-0.18212532785863322,0.20979580635389908
Release 1,73.68419849999918,0.0049424999997427,0.2575697223171718,0.4359012713118359,0.8459014944467838,1.1461268691545945,0.4402563297203632,0.2259430492011267,1.0,0,219,0,12,0.0,3.836249828338623,1.278749942779541,0.27831071045933126,4.905604248476038,6.00537279999844,-0.18268660740319143,0.20995822211070922
Release 1,73.68908089999968,0.0050159000020357,0.2571745687591742,0.4360555010044009,0.8513179324490558,1.1121715200752835,0.4402563297203632,0.2259430492011267,1.0,0,219,0,12,0.0,3.8450000286102295,2.557499885559082,0.2786865149221131,9.833587133145329,6.010255199998937,-0.183081760961189,0.21011245180327418
Release 1,73.69451000000117,0.0052801999991061,0.2568466514749185,0.4364047322079236,0.8566109126520147,1.057409456587143,0.4402563297203632,0.2259430492011267,1.0,0,340,0,0,0.0,3.8450000286102295,2.557499885559082,0.27916523796517184,9.833587133145329,6.01568430000043,-0.18340967824544474,0.21046168300679688
Release 1,73.6991350999997,0.0047840000006544,0.2562391919755036,0.4366555701339353,0.861703892379693,1.0519346170740056,0.4402563297203632,0.2259430492011267,1.0,0,340,0,0,0.0,3.84624981880188,2.1837499141693115,0.27975359418901113,8.399247711682335,6.0203093999989505,-0.18401713774485962,0.2107125209328086
Release 1,73.70424640000056,0.0050212999994982,0.2556254486864136,0.4367614611434032,0.8666431720916108,1.0186478334219238,0.4402563297203632,0.2259430492011267,1.0,0,240,0,0,0.0,3.84624981880188,2.1837499141693115,0.2802373369935488,8.399247711682335,6.025420699999813,-0.1846308810339496,0.2108184119422765
Release 1,73.7091846000003,0.0050173000017821,0.2553414903423625,0.4370785894190278,0.8714992304313451,0.9893351079164548,0.4402563297203632,0.2259430492011267,1.0,0,240,0,0,0.0,3.8737499713897705,0.7524999976158142,0.2806629903733243,2.9149968442350627,6.030358899999555,-0.18491483937800074,0.21113554021790107
Release 1,73.71424099999786,0.0048890999969444,0.2549808180361318,0.4372602817370654,0.8762300062688532,0.9730273541685844,0.4402563297203632,0.2259430492011267,1.0,39,23,0,0,0.0,3.8737499713897705,0.7524999976158142,0.28103734270822756,2.9149968442350627,6.035415299997112,-0.1852755116842314,0.21131723253593868
Release 1,73.71912529999827,0.0050884000011137,0.2542339296104676,0.4373218509313308,0.8807199922393252,0.9292406022651812,0.4402563297203632,0.2259430492011267,1.0,39,23,0,0,0.0,3.8637499809265137,1.412500023841858,0.28157651031920794,5.457546940177679,6.040299599997525,-0.18602240010989562,0.2113788017302041
Release 1,73.72454650000145,0.0051956999996036,0.2537168156222119,0.4376818864083332,0.8851231164154841,0.884670051829242,0.4402563297203632,0.2259430492011267,1.0,97,0,0,0,0.0,3.8637499809265137,1.381250023841858,0.282188457421338,5.336804753273725,6.0457208000007086,-0.18653951409815134,0.21173883720720652
Release 1,73.72941219999848,0.004822700000659,0.2533749249201941,0.4378319620120626,0.8893759359950193,0.8754710994552997,0.4402563297203632,0.2259430492011267,1.0,97,0,0,0,0.0,3.872499942779541,1.381250023841858,0.2825271152160179,5.348890638291834,6.050586499997735,-0.18688140480016913,0.2118889128109359
Release 1,73.73417079999854,0.0048640999993949,0.2528222738992768,0.438000647435669,0.8934330781485856,0.8524258136948822,0.4402563297203632,0.2259430492011267,1.0,164,0,0,0,0.0,3.872499942779541,1.381250023841858,0.28301934607115586,5.348890638291834,6.055345099997794,-0.1874340558210864,0.21205759823454232
Release 1,73.73919999999998,0.0051468999990902,0.2524342319575192,0.4382522335743571,0.8974085854861009,0.811498768125395,0.4402563297203632,0.2259430492011267,1.0,164,0,0,0,0.0,3.90625,0.1862500011920929,0.2834648658604126,0.7275390671566129,6.060374299999239,-0.18782209776284403,0.2123091843732304
Release 1,73.74424749999889,0.0049354000002495,0.2519181792478926,0.4383839748421118,0.9011479799196648,0.7804163871094782,0.4402563297203632,0.2259430492011267,1.0,214,10,0,0,0.0,3.90625,0.1862500011920929,0.283905628353137,0.7275390671566129,6.065421799998148,-0.1883381504724706,0.21244092564098507
Release 1,73.74910000000091,0.0049611000031291,0.2514592241141882,0.4386558475040987,0.9047141073948004,0.7465742117273817,0.4402563297203632,0.2259430492011267,1.0,214,10,0,0,0.0,3.901249885559082,0.1162500008940696,0.28441357500504444,0.4535203026842322,6.070274300000165,-0.18879710560617502,0.212712798302972
Release 1,73.75426080000034,0.0050355999992461,0.2510076395558595,0.4387860677053852,0.9081540947378826,0.7115398822723602,0.4402563297203632,0.2259430492011267,1.0,267,60,0,0,0.0,3.901249885559082,0.1162500008940696,0.2848108446934289,0.4535203026842322,6.075435099999595,-0.18924869016450374,0.2128430185042585
Release 1,73.75926360000085,0.0051189000005251,0.2504615355876062,0.4389881479649582,0.9113601006086012,0.6668152684779938,0.4402563297203632,0.2259430492011267,1.0,267,60,0,0,0.0,3.901249885559082,1.2799999713897705,0.28532486394842344,4.9935997418999705,6.080437900000106,-0.18979479413275702,0.21304509876383151
Release 1,73.7642581,0.0048978999984683,0.2500068996883192,0.4391202902565697,0.9144935739408884,0.6467651868320654,0.4402563297203632,0.2259430492011267,1.0,262,82,0,0,0.0,3.8874998092651367,1.2799999713897705,0.28572606064468126,4.975999644637113,6.085432399999263,-0.19024943003204403,0.21317724105544297
Release 1,73.76928879999832,0.0051918999997724,0.249324424223396,0.439365301402865,0.9173867192580564,0.6014250087429742,0.4402563297203632,0.2259430492011267,1.0,262,82,0,0,0.0,3.87874984741211,1.2687499523162842,0.28636349325911853,4.921163683950909,6.090463099997578,-0.1909319054969672,0.2134222522017383
Release 1,73.77419849999933,0.0047560999992128,0.248846707189743,0.439653928519119,0.9201773566722758,0.58649437030609,0.4402563297203632,0.2259430492011267,1.0,293,54,0,0,0.0,3.87874984741211,1.2687499523162842,0.2868971654376947,4.921163683950909,6.095372799998586,-0.19140962253062022,0.2137108793179923
Release 1,73.77915869999924,0.0050399000028846,0.2484379296106949,0.4398335642279826,0.9228195746807129,0.5536507750995887,0.4402563297203632,0.2259430492011267,1.0,293,54,0,0,0.0,3.87874984741211,2.1812498569488525,0.2873037609205394,8.460522549808049,6.1003329999985,-0.1918184001096683,0.21389051502685588
Release 1,73.7842927999991,0.00502719999713,0.2479927892944913,0.4399772951499897,0.9252437447770442,0.5153666203178583,0.4402563297203632,0.2259430492011267,1.0,189,0,0,0,0.0,3.862499952316284,2.1812498569488525,0.28770805935181804,8.425077468454845,6.10546709999835,-0.1922635404258719,0.21403424594886297
Release 1,73.78916989999925,0.0050332000027992,0.247378522920876,0.4401721154089607,0.9275194818397848,0.479961384645256,0.4402563297203632,0.2259430492011267,1.0,189,0,0,0,0.0,3.862499952316284,1.3737499713897705,0.2882636660490892,5.306109198987485,6.110344199998508,-0.1928778067994872,0.21422906620783397
Release 1,73.79427189999842,0.0049616999967838,0.2467577072104627,0.4403246961212013,0.9296700087225684,0.451930349476533,0.4402563297203632,0.2259430492011267,1.0,211,0,0,0,0.0,3.858749866485596,1.3737499713897705,0.28879267208395804,5.300957518684869,6.1154461999976775,-0.19349862250990052,0.21438164692007458
Release 1,73.79917159999968,0.0049572000025364,0.2463512875391905,0.4405288103959975,0.9315066177209828,0.4097649456948159,0.4402563297203632,0.2259430492011267,1.0,211,0,0,0,0.0,3.858749866485596,2.117500066757202,0.2892165525879605,8.170903099882596,6.120345899998938,-0.19390504218117272,0.2145857611948708
Release 1,73.80438929999946,0.0051545999995141,0.2457859263144633,0.4406623437739762,0.9333060103817036,0.3750263853113941,0.4402563297203632,0.2259430492011267,1.0,148,0,0,0,0.0,3.858749866485596,2.117500066757202,0.2896948623340006,8.170903099882596,6.1255635999987135,-0.1944704034058999,0.21471929457284947
Release 1,73.80923299999995,0.004922299998725,0.245296630745209,0.4407842810324281,0.9348673085733176,0.3423034212295159,0.4402563297203632,0.2259430492011267,1.0,148,0,0,0,0.0,3.858749866485596,0.7274999618530273,0.29011383820713166,2.8072403806686457,6.130407299999206,-0.19495969897515422,0.2148412318313014
Release 1,73.81425369999852,0.0049651000008452,0.2447895573798437,0.4409918179681868,0.936293157165814,0.3105578549358413,0.4402563297203632,0.2259430492011267,1.0,166,0,0,0,0.0,3.882499933242798,0.7274999618530273,0.2906083826001049,2.8245185533285166,6.135427999997773,-0.1954667723405195,0.2150487687670601
Release 1,73.81924639999852,0.0050407999988237,0.2443380410292208,0.4412726355549704,0.937490268521144,0.2712934157688831,0.4402563297203632,0.2259430492011267,1.0,166,0,0,0,0.0,3.882499933242798,0.7274999618530273,0.2911199179083823,2.8245185533285166,6.140420699997776,-0.19591828869114242,0.21532958635384372
Release 1,73.82425810000132,0.0049136000016005,0.2437635309473197,0.4415001806787069,0.9385768664498289,0.2412993513950816,0.4402563297203632,0.2259430492011267,1.0,214,0,0,0,0.0,3.882499933242798,0.7274999618530273,0.29167498504415246,2.8245185533285166,6.145432400000573,-0.19649279877304351,0.21555713147758018
Release 1,73.82920390000072,0.005081200000859,0.2432441699601287,0.441569817762757,0.9394873821297136,0.2067890758463045,0.4402563297203632,0.2259430492011267,1.0,214,0,0,0,0.0,3.882499933242798,0.7274999618530273,0.2920765215037372,2.8245185533285166,6.150378199999977,-0.1970121597602345,0.2156267685616303
Release 1,73.83414229999835,0.0047952999993867,0.2427786844912511,0.4418016997480033,0.9401628879953132,0.1707826953878373,0.4402563297203632,0.2259430492011267,1.0,234,0,0,0,0.0,3.882499933242798,0.7274999618530273,0.29256174968911036,2.8245185533285166,6.1553165999976045,-0.19747764522911213,0.2158586505468766
Release 1,73.83919279999827,0.0051856999998562,0.2421495442575136,0.4419524489060192,0.9406525821841178,0.1292631145463902,0.4402563297203632,0.2259430492011267,1.0,234,0,0,0,0.0,3.8924999237060542,1.118749976158142,0.293097866261922,4.354734196841718,6.160367099997529,-0.19810678546284963,0.2160093997048925
Release 1,73.86425560000134,0.0048624000010022,0.2395693062591696,0.4428312043060767,0.940685704689923,-0.0473743115293297,0.4402563297203632,0.2259430492011267,1.0,0,0,0,1,0.0,3.8862500190734863,1.2512500286102295,0.29549239112123094,4.862670447552205,6.1854299000005994,-0.2006870234611936,0.21688815510495
Release 1,73.86911830000099,0.0050415999976394,0.238993083623737,0.4429187427315728,0.9401342834204326,-0.0828754714140416,0.4402563297203632,0.2259430492011267,1.0,0,0,0,1,0.0,3.8862500190734863,0.1037499979138374,0.29594821474773114,0.4031984313715248,6.190292600000248,-0.2012632460966262,0.21697569353044607
Release 1,73.88456450000012,0.004980699999578,0.2373662429901471,0.4434132943876632,0.9374215919969388,-0.189480669316228,0.4402563297203632,0.2259430492011267,1.0,0,0,0,61,0.0,3.9149999618530273,0.1124999970197677,0.2974183834850948,0.44043748404085625,6.205738799999381,-0.2028900867302161,0.2174702451865365
Release 1,73.8891994000005,0.004864999998972,0.2368379221803296,0.4435403627688028,0.9360737034870816,-0.2359832158726565,0.4402563297203632,0.2259430492011267,1.0,0,0,0,61,0.0,3.913749933242798,0.1224999949336052,0.2978718506304226,0.4794343469936404,6.210373699999764,-0.20341840754003362,0.21759731356767611
Release 1,73.8943091000001,0.0049060999990615,0.2364034738960617,0.4436982050509314,0.9346547529611507,-0.2684490604634605,0.4402563297203632,0.2259430492011267,1.0,0,0,0,15,0.0,3.913749933242798,0.1224999949336052,0.2982839163060861,0.4794343469936404,6.215483399999357,-0.20385285582430152,0.21775515584980468
Release 1,73.89938809999876,0.0051806000010401,0.235810204703583,0.443902118892939,0.9329102157939292,-0.3064729350397691,0.4402563297203632,0.2259430492011267,1.0,0,0,0,15,0.0,3.913749933242798,0.0987499952316284,0.2988383745359642,0.38648278724551227,6.220562399998016,-0.20444612501678022,0.2179590696918123
Release 1,73.90430550000019,0.004848699998547,0.2352513996241356,0.4439931049100142,0.9310826804211524,-0.3451651795858813,0.4402563297203632,0.2259430492011267,1.0,0,0,11,40,0.0,3.912499904632568,0.0987499952316284,0.29928723353729625,0.38635934692621265,6.225479799999448,-0.2050049300962276,0.2180500557088875
Release 1,73.9090983999995,0.0048848000005818,0.234745345479496,0.4441592585512686,0.9290486468967872,-0.3847519663171164,0.4402563297203632,0.2259430492011267,1.0,0,0,11,40,0.0,3.912499904632568,0.5849999785423279,0.2997550310950509,2.288812360256912,6.23027269999875,-0.20551098424086722,0.21821620935014188
Release 1,73.91455309999947,0.0053036999997857,0.2341311422697309,0.4443013295518605,0.9267365418818622,-0.4162848094483429,0.4402563297203632,0.2259430492011267,1.0,0,0,83,0,0.0,3.9075000286102295,0.5849999785423279,0.30027975539367946,2.28588743289113,6.235727399998723,-0.20612518745063232,0.21835828035073382
Release 1,73.91921830000138,0.004847600001085,0.2334994385943899,0.44450616385881,0.9243097577963244,-0.4602491939411721,0.4402563297203632,0.2259430492011267,1.0,0,0,83,0,0.0,3.9075000286102295,0.2012500017881393,0.3008625053358181,0.786384387744963,6.240392600000632,-0.2067568911259733,0.21856311465768327
Release 1,73.92424789999859,0.0049135000008391,0.2331235647396776,0.4446546050342457,0.9216977328669588,-0.5007094250688704,0.4402563297203632,0.2259430492011267,1.0,0,0,116,39,0.0,3.911249876022339,0.2012500017881393,0.30122869548482173,0.7871390445433553,6.245422199997847,-0.2071327649806856,0.218711555833119
Release 1,73.92937520000123,0.0051916999982495,0.2326326245124418,0.4447376740150149,0.9188684887591814,-0.5294950351954388,0.4402563297203632,0.2259430492011267,1.0,0,0,116,39,0.0,3.911249876022339,0.178749993443489,0.301626740876395,0.6991358896948402,6.2505495000004885,-0.20762370520792142,0.2187946248138882
Release 1,73.93439299999955,0.0049240000007557,0.2320145601005362,0.4449034327835091,0.9158598351003728,-0.5718769682042603,0.4402563297203632,0.2259430492011267,1.0,0,0,182,0,0.0,3.9075000286102295,0.178749993443489,0.3021726066223428,0.6984656044945116,6.255567299998802,-0.20824176961982702,0.21896038358238237
Release 1,73.93914930000028,0.0048786000006657,0.2314246003961073,0.4450325097975011,0.9125880214872096,-0.6233487662118093,0.4402563297203632,0.2259430492011267,1.0,0,0,182,0,0.0,3.9075000286102295,0.3474999964237213,0.3026728975593447,1.3578562459677457,6.260323599999538,-0.20883172932425592,0.21908946059637438
Release 1,73.94443020000108,0.0050926000003528,0.2310497093670851,0.4451609051853912,0.9092511251174668,-0.6480222174574273,0.4402563297203632,0.2259430492011267,1.0,0,0,198,0,0.0,3.896250009536743,0.3474999964237213,0.3030245507908202,1.3539468643799424,6.265604500000336,-0.2092066203532781,0.2192178559842645
Release 1,73.9492046000014,0.0049317999983031,0.2304714854161527,0.4453147045943346,0.9056503024483774,-0.690737062943627,0.4402563297203632,0.2259430492011267,1.0,0,0,198,0,0.0,3.896250009536743,2.15999984741211,0.3035351776807726,8.415899426078797,6.270378900000651,-0.20978484430421052,0.21937165539320788
Release 1,73.95427660000132,0.005013100002543,0.2299568114683638,0.4454501333285545,0.9017898029711818,-0.7339412049063928,0.4402563297203632,0.2259430492011267,1.0,0,0,244,0,0.0,3.884999990463257,2.15999984741211,0.3039888934799242,8.391599386596683,6.275450900000578,-0.2102995182519994,0.21950708412742778
Release 1,73.95912150000004,0.0049275999990641,0.2292429429735563,0.4456537325961185,0.8977174361131286,-0.7827885890604438,0.4402563297203632,0.2259430492011267,1.0,0,0,244,0,0.0,3.884999990463257,0.8924999833106995,0.3046299948860122,3.4673624266505243,6.280295799999294,-0.21101338674680692,0.2197106833949918
Release 1,73.96417980000115,0.0049647999985609,0.2287907441922805,0.4457338735090568,0.8935406194893915,-0.8183625854382898,0.4402563297203632,0.2259430492011267,1.0,0,0,257,0,0.0,3.879999876022339,0.8924999833106995,0.30500114805143647,3.4628998245954534,6.285354100000404,-0.21146558552808273,0.2197908243079301
Release 1,73.96917060000123,0.0051328000008652,0.228357360594104,0.4459646031651126,0.8891316510771301,-0.8446661674261361,0.4402563297203632,0.2259430492011267,1.0,0,0,257,0,0.0,3.879999876022339,1.3849999904632568,0.30546793174652315,5.373799791288377,6.290344900000491,-0.21189896912625922,0.2200215539639859
Release 1,73.97423559999879,0.004931999999826,0.2277586980949863,0.4460548753052253,0.8845477722812097,-0.8890030558241675,0.4402563297203632,0.2259430492011267,1.0,0,0,230,0,0.0,3.8762500286102295,1.3849999904632568,0.3059484587921229,5.368606252658367,6.295409899998049,-0.2124976316253769,0.2201118261040986
Release 1,73.97908810000081,0.0049870000002556,0.2271606213075979,0.4461398711076871,0.8796657015782293,-0.936559525500829,0.4402563297203632,0.2259430492011267,1.0,0,0,230,0,0.0,3.8762500286102295,1.5362499952316284,0.3064252295776047,5.954889087969065,6.300262400000065,-0.21309570841276532,0.2201968219065604
Release 1,73.98435740000059,0.0051382999990892,0.2266979459622252,0.4464141565606621,0.8747147944390093,-0.9589359422274604,0.4402563297203632,0.2259430492011267,1.0,0,0,207,48,0.0,3.868749856948853,1.5362499952316284,0.3069441194317427,5.943366949290039,6.305531699999847,-0.21355838375813802,0.22047110735953537
Release 1,73.98921930000142,0.0049753000021155,0.2262088812837243,0.4463816803646078,0.8694684213210181,-1.0066046428395647,0.4402563297203632,0.2259430492011267,1.0,0,0,207,48,0.0,3.868749856948853,1.1512500047683716,0.3072612899332828,4.453898291260004,6.31039360000068,-0.21404744843663892,0.22043863116348109
Release 1,73.99422879999838,0.0048915999977907,0.2255764705884089,0.4465868489173766,0.8640523139856691,-1.0604737267115532,0.4402563297203632,0.2259430492011267,1.0,0,0,194,8,0.0,3.868749856948853,1.1512500047683716,0.30784919728682153,4.453898291260004,6.3154030999976385,-0.2146798591319543,0.2206437997162499
Release 1,73.99909290000141,0.0049433000021963,0.2251238855158431,0.446718197993227,0.8584318410032783,-1.1031142219049772,0.4402563297203632,0.2259430492011267,1.0,0,0,194,8,0.0,3.868749856948853,0.8637499809265137,0.3082590385918716,3.3416326151490243,6.320267200000671,-0.21513244420452013,0.22077514879210028
Release 1,74.00437249999959,0.0051979999989271,0.2246296285369359,0.4467664219831927,0.852644392002869,-1.118223382778804,0.4402563297203632,0.2259430492011267,1.0,0,0,132,107,0.0,3.872499942779541,0.8637499809265137,0.30863868232950703,3.344871751713754,6.325546799998847,-0.2156267011834273,0.220823372782066
Release 1,74.00922749999881,0.0050038999979733,0.2240791934758803,0.4469350745580142,0.8466201321828162,-1.1612398216230364,0.4402563297203632,0.2259430492011267,1.0,0,0,132,107,0.0,3.872499942779541,1.5262500047683716,0.3091440271236126,5.910403056132793,6.3304017999980715,-0.21617713624448293,0.22099202535688747
Release 1,74.01432569999815,0.0049681000018608,0.2236150258862674,0.4471392995806241,0.8404313288128555,-1.2073700652892871,0.4402563297203632,0.2259430492011267,1.0,0,0,113,126,0.0,3.8762500286102295,1.5262500047683716,0.3096146568056595,5.916126624649763,6.33549999999741,-0.21664130383409583,0.2211962503794974
Release 1,74.01913419999983,0.0048841999996511,0.2230014213488894,0.4472408338647774,0.8339918892672615,-1.2643894303189196,0.4402563297203632,0.2259430492011267,1.0,0,0,113,126,0.0,3.8762500286102295,1.5,0.31011675979949394,5.814375042915344,6.340308499999082,-0.21725490837147382,0.22129778466365072
Release 1,74.02434480000011,0.0051161000010324,0.222560424464593,0.4472643375764991,0.8273160283884566,-1.2933640400025423,0.4402563297203632,0.2259430492011267,1.0,0,0,127,83,0.0,3.87749981880188,1.5,0.3104426192604102,5.81624972820282,6.345519099999365,-0.2176959052557702,0.22132128837537238
Release 1,74.02914769999916,0.004901799999061,0.2219722903244338,0.4474578779969311,0.8205529263010466,-1.3382173247147702,0.4402563297203632,0.2259430492011267,1.0,0,0,127,83,0.0,3.87749981880188,1.9674999713897705,0.3109931530298347,7.628980782556539,6.350321999998414,-0.2182840393959294,0.2215148287958044
Release 1,74.03428480000002,0.0050883000003523,0.2214870822530241,0.4476117325092802,0.813570399602392,-1.3634689859225109,0.4402563297203632,0.2259430492011267,1.0,0,0,70,62,0.0,3.8737499713897705,1.9674999713897705,0.31144339581534924,7.621602957880498,6.35545909999928,-0.2187692474673391,0.2216686833081535
Release 1,74.03925180000078,0.0049972999986493,0.2209800482941068,0.4478377578516547,0.8062920223254743,-1.410439615282377,0.4402563297203632,0.2259430492011267,1.0,0,0,70,62,0.0,3.8737499713897705,0.5587499737739563,0.31196049320904323,2.1644576949208982,6.360426100000041,-0.2192762814262564,0.221894708650528
Release 1,74.0442613999985,0.0049280999992333,0.2203941159417621,0.4479270951857332,0.7988546049117746,-1.4634349084328662,0.4402563297203632,0.2259430492011267,1.0,0,0,0,41,0.0,3.875,0.5587499737739563,0.3124360890155348,2.1651561483740807,6.365435699997761,-0.21986221377860113,0.2219840459846065
Release 1,74.04909730000145,0.0049006000008375,0.2198698142071973,0.4480226550093344,0.7911946444011582,-1.5158903522335998,0.4402563297203632,0.2259430492011267,1.0,0,0,0,41,0.0,3.875,0.7724999785423279,0.3128730853492576,2.9934374168515205,6.370271600000706,-0.2203865155131659,0.2220796058082077
Release 1,74.06421860000046,0.0049359000004187,0.2183833465349987,0.4484759400655084,0.7670733331818065,-1.6358136828739958,0.4402563297203632,0.2259430492011267,1.0,0,0,0,57,0.0,3.901249885559082,1.506250023841858,0.3142427535903284,5.876257733136413,6.385392899999715,-0.22187298318536453,0.2225328908643817
Release 1,74.06914519999918,0.0050678999978117,0.2179187290190513,0.4484454283216464,0.7586048794689587,-1.6616289363527712,0.4402563297203632,0.2259430492011267,1.0,0,0,0,57,0.0,3.901249885559082,0.6349999904632568,0.31454938785492415,2.477293640124799,6.390319499998441,-0.22233760070131192,0.2225023791205197
Release 1,74.07428430000073,0.0049596999997447,0.2174423802428691,0.4486147860675535,0.7500060089803358,-1.7008342743618454,0.4402563297203632,0.2259430492011267,1.0,0,0,0,110,0.0,3.912499904632568,0.6349999904632568,0.3150059657861586,2.4844374021291737,6.395458599999984,-0.2228139494774941,0.2226717368664268
Release 1,74.07915929999945,0.0050412000018695,0.2168524506704769,0.4486480099997284,0.7411101671722559,-1.7380513829605226,0.4402563297203632,0.2259430492011267,1.0,0,0,0,110,0.0,3.912499904632568,0.1062499955296516,0.31544697294290674,0.41570309737697264,6.400333599998703,-0.22340387904988632,0.22270496079860172
Release 1,74.08413640000072,0.0049096999973698,0.2163724562798769,0.4489334348518494,0.7320438684206099,-1.7932927891742774,0.4402563297203632,0.2259430492011267,1.0,0,0,0,129,0.0,3.912499904632568,0.1062499955296516,0.31598845054744285,0.41570309737697264,6.405310699999973,-0.22388387344048633,0.22299038565072268
Release 1,74.08915519999937,0.0050667000032262,0.2158030297264238,0.4489492917313135,0.7227720683602058,-1.8205460360873045,0.4402563297203632,0.2259430492011267,1.0,0,0,0,129,0.0,3.912499904632568,0.2750000059604645,0.31640333134403287,1.0759374970942728,6.410329499998625,-0.22445329999393943,0.22300624253018678
Release 1,74.09418839999853,0.0049343999999109,0.2154090107076763,0.4491246063964404,0.7132290940954498,-1.8774671466371544,0.4402563297203632,0.2259430492011267,1.0,0,0,0,95,0.0,3.902499914169311,0.2750000059604645,0.3168064461770279,1.0731874996572726,6.415362699997786,-0.22484731901268692,0.2231815571953137
Release 1,74.09939250000025,0.0053337999997893,0.2148276148977148,0.4492356474328141,0.7035957600054067,-1.858877515855732,0.4402563297203632,0.2259430492011267,1.0,0,0,0,95,0.0,3.902499914169311,1.118749976158142,0.317297478545999,4.365921685934068,6.420566799999506,-0.22542871482264842,0.22329259823168737
Release 1,74.16449699999794,0.0052376000021467,0.2086167115205797,0.4505002546299078,0.5593656631639384,-2.3938910015809456,0.4402563297203632,0.2259430492011267,1.0,0,121,0,0,0.0,3.916249990463257,0.1337499916553497,0.3226187397373644,0.523798403544724,6.485671299997193,-0.23163961819978351,0.22455720542878108
Release 1,74.16914560000077,0.004823999999644,0.208088076405135,0.4505975555083682,0.5467933208119712,-2.487599705776827,0.4402563297203632,0.2259430492011267,1.0,0,121,0,0,0.0,3.916249990463257,0.1274999976158142,0.32306616203433375,0.49932186444699767,6.490319900000031,-0.23216825331522822,0.2246545063072415
Release 1,74.17418049999833,0.0049316000004182,0.2074991550871536,0.4507400668781445,0.5341471419087938,-2.5348923436458697,0.4402563297203632,0.2259430492011267,1.0,0,72,0,2,0.0,3.916249990463257,0.1274999976158142,0.32358863005321414,0.49932186444699767,6.495354799997585,-0.2327571746332096,0.2247970176770178
Release 1,74.17914929999824,0.0050441999992472,0.207157742892503,0.4507674687752057,0.521306642442019,-2.5509966693181725,0.4402563297203632,0.2259430492011267,1.0,0,72,0,2,0.0,3.916249990463257,0.1074999943375587,0.323853316824094,0.42099685179926444,6.5003235999975,-0.23309858682786022,0.22482441957407898
Release 1,74.18415090000053,0.004916800000501,0.2066998167346024,0.4509424595581097,0.5081998675896804,-2.605842871343958,0.4402563297203632,0.2259430492011267,1.0,0,85,0,21,0.0,3.916249990463257,0.1074999943375587,0.3243044548245643,0.42099685179926444,6.505325199999788,-0.23355651298576083,0.22499941035698298
Release 1,74.18912160000036,0.0050334999978076,0.2061769451468813,0.451044434144782,0.4948005948911347,-2.6415946166903748,0.4402563297203632,0.2259430492011267,1.0,0,85,0,21,0.0,3.9075000286102295,0.1062499955296516,0.3247518926593835,0.4151718605719504,6.510295899999619,-0.2340793845734819,0.2251013849436553
Release 1,74.19421199999852,0.0050436999990779,0.2056554328609211,0.4512657403793651,0.481354280260775,-2.6603423277348246,0.4402563297203632,0.2259430492011267,1.0,0,29,0,130,0.0,3.9075000286102295,0.1062499955296516,0.3252812567103404,0.4151718605719504,6.515386299997772,-0.2346008968594421,0.22532269117823842
Release 1,74.19923199999903,0.0050345000017841,0.205288668221557,0.4512647137240493,0.4676287764520927,-2.697032703099903,0.4402563297203632,0.2259430492011267,1.0,0,29,0,130,0.0,3.896250009536743,0.2574999928474426,0.3255451649980353,1.0032843495875596,6.520406299998285,-0.2349676614988062,0.2253216645229226
Release 1,74.20422359999793,0.0050128000002587,0.2049117982660927,0.4513713604380717,0.4537871157072561,-2.732795120675761,0.4402563297203632,0.2259430492011267,1.0,0,109,0,163,0.0,3.896250009536743,0.2574999928474426,0.3258910431303246,1.0032843495875596,6.525397899997188,-0.2353445314542705,0.22542831123694498
