#{"t_start": 1766580948.9824572, "env_id": "None"}
r,l,t
-1.949012,26,38.358053
-2.1080546,27,38.359842
-1.1455522,27,38.364531
-2.1640701,30,38.366405
-1.4783546,31,38.367404
-2.0062623,24,38.367429
-1.7921495,24,38.370948
-1.6551018,31,38.378196
-2.0456455,22,38.380131
-1.9275072,27,38.383079
-1.7898822,27,38.389734
-2.0516908,25,38.389778
-2.4108617,23,38.393559
-1.4277418,28,38.394603
-1.1417472,30,38.396812
-1.9526906,25,38.404519
-2.1568773,24,38.405866
-1.9038078,27,38.412667
-1.9251044,25,38.420505
-1.920099,28,38.420555
-1.253722,25,38.421598
-0.770316,29,38.421639
-1.2227008,27,38.425249
-1.5605693,30,38.434415
-1.6097353,31,38.43665
-1.5907388,29,38.440898
-2.1325855,24,38.443788
-1.8357058,27,38.446662
-1.0607922,28,38.448573
-1.6780465,25,38.449587
-0.8385973,32,38.45235
-1.8470653,25,38.459001
-2.3181283,25,38.461199
-2.2098124,26,38.465923
-1.5400132,25,38.467663
-2.1080751,25,38.471115
-1.5349896,28,38.477148
-1.8333104,27,38.477194
-0.8678869,29,38.483267
-1.9683197,27,38.488661
-2.187428,28,38.4919
-1.3623273,28,38.496553
-1.6533613,30,38.500327
-1.214968,29,38.502312
-2.2222197,25,38.503337
-1.357409,28,38.506142
-3.2825344,24,38.507148
-1.5017056,25,38.512444
-1.4384087,31,38.520517
-1.9338405,27,38.521507
-2.0277991,27,38.525299
-2.0729837,25,38.526283
-1.9722558,27,38.527933
-1.582994,26,38.531574
-1.8136272,26,38.532706
-2.3792107,31,38.545826
-1.3729632,28,38.553177
-1.4338554,29,38.555264
-1.7221082,29,38.559069
-1.6406776,25,38.560054
-1.955808,28,38.560078
-0.98474765,29,38.560087
-1.1506033,29,38.564398
-1.6945316,28,38.574332
-2.0214386,25,38.577202
-1.4015049,27,38.58086
-1.2943356,28,38.585269
-1.4050527,27,38.585309
-1.0164528,28,38.586569
-0.8958571,30,38.588463
-1.573246,29,38.592022
-1.4379995,27,38.599453
-1.73806,27,38.602479
-2.1086385,24,38.603607
-1.9525268,24,38.608451
-1.417587,25,38.609706
-2.09584,26,38.612303
-2.5622668,24,38.617287
-1.3277439,30,38.619756
-1.2439854,24,38.625883
-2.840372,24,38.628849
-2.1519432,26,38.63158
-1.7075163,25,38.635428
-1.4448519,27,38.638187
-1.3318515,27,38.64042
-2.0178585,24,38.641381
-1.4613323,26,38.645138
-1.6778753,26,38.65061
-2.1189132,23,38.650639
-2.1489787,23,38.653518
-2.1467965,29,38.664524
-1.9606068,27,38.66559
-2.0044882,25,38.665617
-2.0637128,27,38.668914
-1.6788964,23,38.668957
-1.3905563,27,38.680155
-1.5325851,28,38.681409
-2.435237,31,38.688369
-2.4025254,25,38.693049
-1.9617515,28,38.696192
-1.1869771,27,38.698096
-1.3317361,31,38.698144
-1.7759424,29,38.69998
-1.6193633,23,38.703861
-2.0577018,26,38.70742
-1.7800816,24,38.711147
-1.1694422,28,38.719263
-1.6431789,24,38.720303
-1.3133469,27,38.721319
-1.2446909,27,38.723172
-2.16808,26,38.724078
-1.8020979,25,38.730591
-2.0191033,24,38.733342
-1.9046843,33,38.734244
-1.7627165,26,38.746234
-1.9032227,25,38.748891
-1.2459143,30,38.750226
-1.5467436,25,38.750251
-1.8728296,29,38.751532
-1.8025,28,38.761989
-1.2976174,25,38.76292
-2.007638,32,38.768093
-1.9980267,27,38.774344
-1.8608844,27,38.776399
-1.7807702,27,38.777512
-1.6243033,29,38.779457
-1.0041087,32,38.783144
-2.1050441,27,38.786836
-1.4822726,28,38.789247
-2.0451167,26,38.793859
-3.1412616,25,38.802726
-1.4974681,24,38.805019
-2.418783,30,38.80608
-1.1527191,28,38.807109
-1.8848457,26,38.810833
-1.9930737,24,38.81429
-3.477223,28,38.816767
-1.9562199,27,38.822889
-1.848403,29,38.832539
-0.9048055,28,38.833589
-1.4341977,29,38.83569
-1.6607246,30,38.837505
-1.3800367,28,38.839486
-1.9848263,24,38.839518
-1.2765106,28,38.844849
-1.5028238,28,38.849381
-2.0994704,23,38.856428
-1.5712051,28,38.858306
-3.0715842,30,38.861731
-1.6753325,28,38.863547
-1.6570928,26,38.863573
-1.4236548,30,38.867074
-1.8656666,25,38.873634
-2.5304632,31,38.87457
-2.009612,24,38.88161
-2.2353616,26,38.881646
-2.3034813,23,38.8863
-1.9519231,25,38.886335
-1.7561941,28,38.892459
-1.6623935,27,38.895906
-2.0553148,25,38.89973
-1.4318563,26,38.901879
-1.3757324,27,38.910278
-1.3863251,28,38.91133
-1.9398746,26,38.913253
-1.9093432,28,38.915301
-2.8089914,25,38.917125
-1.4962147,26,38.920617
-1.4480416,31,38.930476
-1.160228,31,38.932758
-1.6077071,24,38.938844
-1.4455605,27,38.938894
-2.471352,27,38.939868
-1.542346,29,38.946846
-2.1639988,26,38.947864
-1.1217515,36,38.952362
-1.9021668,26,38.960264
-1.0586016,29,38.961506
-2.0636022,26,38.9651
-1.5639977,27,38.966069
-1.7742022,28,38.967837
-1.0616473,28,38.974951
-2.43758,25,38.977115
-1.4210782,30,38.978087
-1.8719512,28,38.986252
-1.6447836,27,38.986307
-1.2328919,27,38.989856
-2.0348654,26,38.991702
-1.3125153,29,38.99264
-1.6058469,24,38.997554
-1.6497717,28,39.003361
-2.015593,28,39.004479
-1.8573971,27,39.012348
-1.0033642,30,39.015133
-1.6071033,28,39.017241
-2.1311731,27,39.018468
-2.0478144,27,39.019725
-2.1410656,26,39.032098
-1.7730752,28,39.033081
-0.82135236,35,39.034169
-1.2372963,27,39.041171
-2.2993498,26,39.043079
-1.364553,25,39.045642
-1.5122035,28,39.046586
-0.8788517,28,39.047612
-1.6362867,26,39.059347
-1.4801356,29,39.060664
-0.65049964,33,39.067236
-1.9615889,30,39.07353
-2.2429004,28,39.073578
-2.489411,29,39.078204
-1.7600281,28,39.079164
-1.6186261,32,39.0821
-1.7874777,27,39.092623
-1.4053504,29,39.093872
-1.6080894,28,39.098531
-2.2450438,22,39.101465
-1.6600598,27,39.102487
-2.1155314,25,39.105224
-1.1017312,30,39.105251
-1.5837326,26,39.108871
-2.5304577,26,39.117241
-1.3165079,30,39.121737
-1.582896,27,39.123629
-1.4932723,28,39.128499
-2.176067,26,39.129576
-2.2244842,24,39.131503
-1.7559416,31,39.134353
-2.754002,36,39.135514
-1.2663965,28,39.143752
-1.987172,26,39.146557
-1.685103,25,39.147539
-2.4667768,25,39.153171
-1.5956942,26,39.155901
-1.788796,29,39.155933
-1.6272428,28,39.163418
-3.0498497,29,39.163476
-2.574997,24,39.16953
-2.2408834,24,39.172433
-1.5737054,25,39.174384
-1.6995541,26,39.180891
-1.2888734,28,39.185765
-2.2299607,30,39.18811
-2.2127697,25,39.189311
-1.8716562,25,39.189346
-1.4949994,30,39.200374
-2.277886,27,39.200437
-1.6580696,28,39.204059
-1.9548147,26,39.209074
-2.61356,28,39.216296
-1.8218782,28,39.218112
-2.0081322,27,39.218142
-1.3189199,28,39.219147
-2.2427745,28,39.230703
-1.1766706,29,39.232077
-1.4312649,28,39.234244
-2.5129566,25,39.236714
-1.6709261,26,39.243913
-2.0916543,27,39.246616
-2.2617292,28,39.2485
-1.2844284,31,39.250491
-2.37589,24,39.2543
-1.4180313,29,39.259392
-1.4989736,29,39.26188
-1.629848,30,39.264727
-1.4016756,27,39.269894
-1.9817849,23,39.272863
-2.0483751,27,39.274792
-0.93598247,30,39.27578
-2.0171635,25,39.278449
-2.1217046,25,39.283958
-1.3077589,27,39.288086
-1.6518722,25,39.289078
-1.7333977,25,39.298508
-1.919844,24,39.300421
-1.3472388,31,39.301694
-1.3802023,28,39.30396
-1.7840068,24,39.304001
-1.6140347,26,39.311487
-2.0925856,26,39.315327
-1.9488189,31,39.320511
-2.1209545,22,39.321403
-2.1225967,24,39.325828
-1.4431489,31,39.328257
-1.6068418,29,39.329212
-1.5119483,28,39.330222
-1.1095554,28,39.338909
-1.8438442,26,39.340916
-1.3629637,26,39.34687
-2.2833655,25,39.346922
-1.3815736,26,39.352304
-2.0380754,27,39.356056
-1.394858,30,39.357906
-0.9972564,34,39.364358
-2.4093714,24,39.364419
-1.5788705,28,39.366864
-2.3383236,23,39.370775
-0.90185976,28,39.375469
-1.6844561,30,39.383529
-1.5405576,26,39.383587
-1.5778999,29,39.388078
-2.482023,27,39.392453
-1.697582,27,39.392481
-1.6948572,26,39.39759
-1.9545999,29,39.397642
-1.5449221,25,39.402575
-2.283163,26,39.411631
-1.542803,26,39.411679
-1.8576744,26,39.417223
-1.0296239,29,39.423896
-1.9238715,26,39.425048
-1.8474824,30,39.425071
-1.234026,29,39.428425
-1.5013006,28,39.431201
-1.5949498,28,39.439578
-2.1217864,28,39.439621
-1.9042082,25,39.441422
-1.4625468,25,39.44786
-1.5490961,27,39.45087
-2.327183,28,39.451795
-1.58869,29,39.456172
-1.947157,26,39.456214
-1.6254139,24,39.464895
-2.0132055,27,39.469419
-1.6267172,29,39.473787
-2.5551841,27,39.478797
-1.5163147,26,39.480687
-1.7604016,27,40.32564
-1.4562191,32,40.32678
-1.3247015,28,40.326803
-2.351875,23,40.329791
-1.3522949,29,40.338831
-1.8364704,29,40.349343
-1.5850079,35,40.350758
-0.95767826,29,40.352154
-1.7746491,27,40.356341
-1.6337488,26,40.356373
-1.5160211,26,40.358744
-1.2960786,29,40.360135
-1.2380822,30,40.371532
-2.1948662,24,40.37428
-1.41792,25,40.377437
-1.5730941,26,40.381941
-1.3943229,28,40.383898
-0.8058603,33,40.383935
-1.3858771,29,40.386664
-1.5631733,28,40.386703
-1.2278681,28,40.400669
-1.6041404,32,40.402181
-1.6612798,30,40.406321
-1.2340336,25,40.408067
-1.4625382,27,40.41018
-2.7427828,31,40.411935
-1.0304554,30,40.416121
-0.7218388,34,40.420845
-1.2342271,27,40.430658
-0.6471559,31,40.433432
-1.3196337,27,40.434515
-1.5225149,28,40.437453
-1.9669181,26,40.437483
-0.8829372,28,40.441438
-2.0107696,28,40.445119
-1.4371953,28,40.449698
-1.2499434,27,40.458388
-1.5257843,25,40.459331
-1.4200516,27,40.462606
-1.5123167,26,40.464552
-1.4547596,28,40.467135
-1.4775251,29,40.47284
-2.233368,27,40.474949
-1.6058724,27,40.479901
-1.7662051,25,40.48614
-1.6108031,28,40.49045
-0.72757304,29,40.494472
-1.7090459,28,40.495497
-1.3517714,30,40.499166
-1.5554383,28,40.501995
-2.0215974,26,40.505756
-1.7645411,32,40.507571
-1.514205,29,40.513681
-1.2120383,26,40.515001
-1.4670327,27,40.521423
-1.5727892,27,40.522786
-1.5576844,30,40.53191
-1.2480845,28,40.532955
-2.0697489,25,40.536648
-1.8493459,29,40.539163
-2.2202778,24,40.542896
-1.5752494,28,40.547754
-2.0281162,23,40.548765
-1.3134807,29,40.553069
-1.4428219,28,40.560136
-1.6616259,27,40.560178
-1.2757882,29,40.566825
-0.9619357,33,40.568875
-1.4315674,27,40.56892
-1.7202281,25,40.572439
-1.0231185,29,40.575126
-1.019923,28,40.57973
-1.4292479,27,40.585836
-2.019131,26,40.593148
-2.715245,34,40.594775
-1.7585626,23,40.596853
-0.6360518,28,40.597774
-2.6040807,30,40.599577
-2.1821792,27,40.603696
-1.0506214,28,40.610113
-1.7674584,23,40.611338
-2.388133,25,40.624467
-1.841154,29,40.624521
-1.5051541,27,40.625415
-1.6549647,32,40.628179
-1.4994795,28,40.629112
-0.89571106,31,40.635895
-1.6383386,25,40.636914
-1.523176,30,40.640516
-1.3727387,27,40.64941
-1.5201664,29,40.651121
-1.2445712,31,40.653828
-1.4437077,28,40.654803
-2.154676,32,40.657507
-1.3910758,25,40.659372
-2.813851,32,40.66695
-1.4153113,31,40.672713
-1.2861657,28,40.679853
-1.6097674,28,40.681807
-2.0849361,24,40.681854
-1.600033,31,40.688155
-1.4666152,27,40.690294
-1.511537,31,40.692194
-2.0757246,25,40.694022
-1.8777195,27,40.699313
-1.9692345,24,40.702964
-1.1790789,28,40.708271
-1.6971161,34,40.713626
-0.9267613,30,40.715376
-1.4691458,26,40.717273
-1.6845535,28,40.717297
-1.7039647,32,40.7192
-1.4134903,29,40.725508
-2.1047816,25,40.725552
-2.1401777,30,40.738543
-1.8120744,27,40.741462
-0.7212891,29,40.747218
-1.0150384,32,40.748492
-1.9111738,29,40.749581
-1.6701952,25,40.75295
-0.6228664,34,40.752999
-1.3379318,31,40.758556
-1.5280682,28,40.76621
-2.136065,26,40.767173
-1.8593924,23,40.774892
-1.1752157,28,40.775958
-1.1005073,28,40.776975
-1.3774545,26,40.777885
-1.3637698,33,40.77982
-1.5382565,30,40.786723
-1.4413508,27,40.794805
-1.7529483,28,40.794867
-1.5556823,25,40.802557
-1.245485,29,40.805494
-1.2973467,26,40.805527
-0.7674598,31,40.810028
-1.7992175,31,40.813546
-1.6317163,29,40.819486
-0.9263302,28,40.82457
-0.8234064,30,40.826693
-1.6328375,23,40.829734
-2.443439,27,40.830937
-1.6524792,27,40.834103
-1.5350001,26,40.837163
-1.2202108,25,40.839117
-2.013092,28,40.84884
-1.191781,28,40.854289
-1.3683593,26,40.854341
-2.0060577,25,40.860168
-1.1100544,29,40.860216
-0.8083058,31,40.863611
-1.3177457,30,40.872259
-1.3533211,35,40.87646
-1.6270682,25,40.877884
-0.92754495,27,40.885719
-1.3815486,29,40.888366
-1.7200689,26,40.895151
-1.3318379,29,40.895199
-1.3658125,30,40.896163
-3.6893082,26,40.902309
-1.4054652,25,40.904334
-1.5762131,30,40.910065
-1.5801542,26,40.913243
-1.2828315,31,40.920633
-1.327339,25,40.921891
-1.3913221,27,40.922884
-2.0933685,29,40.924912
-1.2374336,26,40.929881
-1.0057142,31,40.938929
-3.1268566,29,40.943402
-1.009139,29,40.947016
-1.7024195,26,40.951744
-1.8614008,25,40.951797
-2.261608,27,40.95524
-1.3819523,34,40.957779
-1.9978378,22,40.960524
-1.5187997,30,40.961511
-1.379652,29,40.970475
-1.8971353,27,40.971509
-1.4366096,25,40.974099
-1.5052408,27,40.976089
-1.7420803,26,40.978801
-1.5686679,25,40.980751
-1.3391201,28,40.986391
-1.5671618,31,40.990025
-1.4749124,28,40.997551
-1.8951527,30,41.001324
-2.381116,27,41.003866
-1.9780836,29,41.003914
-1.5157063,27,41.007505
-1.5892912,27,41.009557
-2.1486773,23,41.011455
-0.98664564,28,41.020225
-1.3718992,27,41.02564
-1.5419877,27,41.03059
-1.2737535,30,41.031646
-2.112756,25,41.031692
-1.3605582,28,41.031701
-0.8823807,27,41.036153
-1.7995502,31,41.042257
-1.5339386,25,41.044959
-1.3337282,25,41.0501
-1.8470297,25,41.055443
-1.4492472,27,41.056524
-1.3569288,26,41.056563
-1.6533235,30,41.060142
-1.5383501,27,41.061605
-1.9497898,25,41.065385
-1.848059,28,41.072761
-1.6376836,28,41.079504
-0.7294312,27,41.084865
-1.6321533,30,41.08914
-2.0262356,27,41.090474
-2.3977244,27,41.091659
-1.5921007,33,41.092658
-1.7573948,31,41.09966
-1.0705688,27,41.101717
-1.5101981,24,41.104411
-1.1432346,27,41.111472
-1.52826,26,41.114186
-1.4448884,26,41.115992
-2.0355062,28,41.116871
-1.4539684,27,41.117758
-1.9016759,25,41.122367
-1.5745918,26,41.124951
-1.64724,29,41.131579
-1.6306605,29,41.142144
-1.8612547,24,41.142204
-2.1412923,25,41.144474
-1.373615,30,41.146495
-0.687253,33,41.153895
-1.8489788,26,41.154993
-1.7921252,29,41.155017
-1.2631174,26,41.160303
-1.334024,26,41.167736
-1.6344378,27,41.168817
-1.1843256,28,41.171692
-1.369886,27,41.172644
-1.2523687,26,41.178443
-1.4062325,28,41.181208
-1.3744965,29,41.182228
-1.5011147,28,41.186844
-1.6374898,27,41.193802
-1.3945928,29,41.194832
-1.5744792,27,41.197483
-1.3165264,30,41.199236
-1.7728412,24,41.204951
-1.1874866,30,41.207633
-1.3821657,29,41.210499
-1.2325784,30,41.217851
-1.4250292,28,41.223839
-1.2155615,32,41.226621
-1.3846887,27,41.227619
-0.9620619,32,41.230298
-1.6504519,27,41.232193
-2.1370246,26,41.233254
-1.3670313,25,41.234368
-1.2782104,24,41.239587
-1.2621129,27,41.251024
-1.5652059,28,41.252939
-2.2538795,32,41.252962
-1.4494393,29,41.256498
-1.6101196,27,41.257415
-1.7332772,28,41.257451
-1.650515,28,41.259368
-1.3898416,26,41.263599
-1.7985648,28,41.281749
-1.4806222,31,41.28772
-1.0438452,32,41.288906
-1.454506,27,41.288932
-1.5331213,27,41.290684
-1.3844149,24,41.291621
-0.9183154,30,41.291642
-1.8939064,34,41.294172
-2.8982494,25,41.306603
-1.6741308,24,41.315244
-0.98709774,30,41.319863
-1.280141,31,41.319927
-1.2822902,32,41.321868
-1.1868751,27,41.322807
-1.6173854,33,41.325514
-2.742118,35,41.328112
-2.2965267,35,41.345869
-1.4221702,30,41.347655
-1.5018463,27,41.348652
-1.3993864,29,41.353146
-0.9933897,32,41.353181
-1.361523,31,41.354202
-1.2698185,27,41.354217
-1.9601479,26,41.35515
-1.8501444,26,41.372176
-1.1532416,29,41.372227
-1.6401398,29,41.374473
-1.3284967,27,41.379253
-1.4212732,26,41.380779
-1.3053385,27,41.380829
-1.0983472,28,41.380839
-1.6486622,30,41.384383
-1.5074341,28,41.403473
-1.3945417,28,41.405464
-2.2339022,26,41.408385
-2.0734105,26,41.40842
-1.4378083,28,41.41028
-0.9414356,30,41.411247
-1.1070743,27,41.412501
-0.40901762,41,41.417107
-1.4986908,27,41.435183
-1.2118059,32,41.435247
-0.8839334,30,41.435256
-1.3681811,26,41.437004
-1.4708855,29,41.438814
-0.86397344,32,41.439784
-1.51167,28,41.439825
-1.0679941,29,41.444361
-1.5029273,25,41.464257
-1.5173712,27,41.464316
-1.6044487,27,41.464326
-1.0315672,28,41.465306
-2.013656,26,41.468644
-1.5389373,26,41.46869
-1.0561693,29,41.471109
-1.5749816,33,41.480143
-1.7108884,27,41.48997
-1.6153678,27,41.490024
-1.6456733,30,41.492647
-1.2708101,27,41.493611
-1.7351167,30,41.493627
-1.0721097,29,41.497246
-1.0328844,35,41.501012
-1.35343,26,41.503891
-1.8736119,25,41.513543
-2.023765,26,41.514895
-1.86969,27,41.521217
-1.2014225,29,41.522553
-1.2923584,28,41.522585
-1.4481566,26,41.529133
-2.8278117,31,41.530177
-1.2848146,26,41.5321
-2.0958016,24,41.540223
-2.5708869,29,41.545049
-1.9849701,23,41.546446
-1.1218224,29,41.552513
-1.319643,32,41.554357
-1.4729242,27,41.55771
-1.4413954,29,41.558697
-1.0992455,29,41.561575
-1.5593827,25,41.566084
-1.3688619,26,41.570484
-1.453408,27,41.57225
-1.3871173,28,41.578451
-1.4938087,29,41.582139
-1.8432138,26,41.583389
-1.8196695,23,41.583411
-1.7770698,27,41.583419
-1.189119,27,41.594679
-1.6356394,28,41.600757
-1.2532773,28,41.603266
-1.8679602,25,41.610608
-1.5484462,25,41.610655
-1.6154753,30,41.611564
-1.1662623,29,41.613265
-1.9946206,30,41.61515
-2.0959225,26,41.620166
-3.4494462,33,41.632046
-2.5305457,32,41.633103
-2.021194,25,41.636634
-1.3772165,29,41.637606
-1.5429312,31,41.639438
-1.4859719,26,41.639465
-1.0793877,31,41.640402
-1.1791133,28,41.64557
-1.6207769,27,41.658849
-1.1853347,28,41.661553
-2.2896798,31,41.669619
-0.971184,33,41.670605
-1.9714016,30,41.670625
-1.0208824,30,41.671536
-1.1589869,32,41.67244
-1.3163376,26,41.673323
-1.7444717,30,41.691089
-0.7106036,29,41.692044
-1.3073912,24,41.697722
-1.643127,27,41.698711
-1.7881329,28,41.698732
-1.1505829,30,41.701488
-1.5748298,29,41.703359
-1.6275893,31,41.703401
-1.0656257,29,41.720526
-1.4342201,31,41.721916
-1.3957152,27,41.72602
-1.6153996,29,41.72858
-1.9759727,25,41.729949
-1.697351,25,41.729981
-1.7806454,32,41.731155
-0.9697553,30,41.733312
-1.7242777,24,41.753531
-1.1229544,32,41.754538
-1.2949898,31,41.754556
-0.9491633,29,41.756323
-1.252927,27,41.757304
-0.91995335,28,41.758226
-1.5594196,25,41.758241
-1.8229718,29,41.759953
-2.0225809,23,41.778471
-1.3776113,28,41.778513
-1.349363,28,41.779437
-1.4078612,28,41.77946
-1.4523033,27,41.781151
-1.0393666,30,41.784403
-1.2565067,32,41.784424
-1.494875,30,41.786133
-2.2924867,25,41.804279
-1.5897051,25,41.8062
-1.1240277,28,41.806225
-1.2525584,28,41.807147
-1.635,31,41.809322
-2.082398,26,41.811751
-1.3939962,28,41.814241
-1.0930028,27,41.815696
-1.587145,25,41.831794
-1.811333,25,41.831853
-1.9456507,29,41.833603
-1.7695075,27,41.834626
-1.4160305,27,41.838257
-1.0085423,26,41.839271
-1.3756738,26,41.840216
-1.112539,32,41.841223
-2.0947218,26,41.856962
-1.9753438,27,41.858326
-1.415115,27,41.861561
-1.1264852,29,41.86482
-1.7052162,28,41.867875
-1.8809735,28,41.869258
-1.8195271,27,41.870555
-1.6668777,30,41.872743
-1.5390446,23,41.883041
-1.747453,26,41.884975
-0.95507944,31,41.892191
-2.1097655,28,41.892232
-1.2523332,27,41.893989
-1.7269688,27,41.895632
-1.3405373,27,41.896544
-1.3653615,28,41.899266
-2.19819,23,41.906917
-1.336766,28,41.910049
-1.5360265,26,41.918161
-1.8659866,28,41.92053
-1.3204463,25,41.920558
-1.5857148,26,41.923098
-0.64192677,35,41.932293
-1.5701503,32,41.93467
-1.4308,29,41.939393
-1.3936224,27,41.940501
-0.9157542,27,41.952131
-1.1084242,30,41.953182
-1.5457561,27,41.954184
-0.6388656,30,41.955165
-1.4331247,30,41.963383
-1.0786979,28,41.963424
-2.1008039,24,41.964356
-1.6485817,28,41.969023
-1.1517842,27,41.978593
-1.3834815,29,41.979653
-1.4584255,33,41.982407
-1.4147289,35,41.986919
-1.4891785,27,41.987824
-1.4869082,29,41.989639
-1.9951464,25,41.992357
-2.1972837,31,41.993776
-1.1564178,27,42.008326
-1.8887982,27,42.009375
-1.772691,29,42.013747
-1.8009806,26,42.015823
-1.3228846,29,42.019352
-1.0755045,27,42.019387
-1.659313,26,42.021227
-1.4638395,29,42.022909
-1.439559,27,42.033698
-1.5679107,27,42.039309
-1.3238058,34,42.04035
-1.3129969,26,42.044046
-1.3243504,29,42.046847
-1.3677683,27,42.046869
-2.256926,33,42.046878
-1.896462,27,42.048732
-1.3078417,30,42.062968
-1.9194199,25,42.064504
-1.7910099,29,42.067749
-1.4910855,27,42.071677
-1.1886318,25,42.072775
-1.9479511,25,42.07282
-1.4175129,27,42.077503
-1.3771362,31,42.079784
-1.3868557,28,42.09397
-1.4190843,26,42.095091
-1.2389941,30,42.095134
-1.7314891,25,42.096978
-1.445021,26,42.099007
-1.3231702,28,42.100912
-1.6842811,26,42.104561
-1.4509145,28,42.104593
-1.4381472,26,42.118793
-1.3697653,27,42.11883
-2.77314,30,42.122329
-1.3992311,30,42.124423
-1.546309,28,42.124449
-1.5713699,29,42.12825
-1.157171,27,42.131158
-1.2532532,27,42.131214
-1.7379494,27,42.14712
-1.828227,28,42.148144
-1.859091,27,42.151022
-2.3361518,26,42.151947
-1.4244359,28,42.15369
-2.2989786,24,42.154606
-1.217911,26,42.156507
-1.3822228,30,42.15826
-1.4129566,25,42.16982
-1.5959716,27,42.17275
-2.4387598,27,42.175561
-1.242974,27,42.176521
-1.0015181,27,42.178247
-1.3659959,30,42.181858
-1.1511863,31,42.184482
-1.2392509,32,42.187184
-1.8554949,27,42.194278
-1.8558562,26,42.196604
-1.38118,30,42.204041
-1.3504964,29,42.204086
-1.6006172,30,42.208027
-1.3511124,29,42.211594
-2.7373035,29,42.214703
-1.0245831,31,42.219881
-1.279928,27,42.224089
-1.6694381,26,42.225109
-1.3667399,27,42.233814
-1.3041143,28,42.235197
-0.17658663,33,42.244485
-2.4401884,28,42.245665
-0.8152703,31,42.245692
-1.1687491,25,42.251129
-0.9594519,30,42.252142
-1.6396167,27,42.253901
-1.8234546,26,42.262032
-1.2231479,29,42.265996
-1.6810694,27,42.273884
-1.7316768,28,42.273941
-1.0254301,30,42.276813
-1.627662,29,42.281589
-1.7351496,30,42.283432
-1.3713238,28,42.283456
-1.12092,29,42.290546
-1.5190914,28,42.293287
-2.0890074,24,42.295897
-1.4688594,29,42.30223
-0.79945743,30,42.307278
-1.2575437,27,42.309523
-1.3619707,26,42.310809
-1.8598114,28,42.312994
-2.5470283,23,42.315705
-1.1777987,30,42.324746
-2.2749562,29,42.326526
-1.3496466,26,42.32847
-1.350368,26,42.331821
-1.4954569,25,42.333609
-1.7430773,26,42.333632
-1.6395732,29,42.3405
-1.764088,29,42.343796
-1.6427053,26,42.352336
-1.0244461,29,42.353866
-1.0909228,31,42.359359
-1.1253941,30,42.362007
-1.5929704,29,42.362939
-0.9880347,31,42.365079
-1.2174377,27,42.371269
-1.317811,31,42.372586
-2.302711,25,42.379941
-1.2589805,24,42.379997
-1.2993896,27,42.38933
-2.0293288,26,42.39365
-1.8293369,27,42.393709
-1.56793,26,42.396186
-1.4457939,31,42.406028
-1.9904244,32,42.408307
-1.1126928,33,43.238153
-0.75832474,35,43.240044
-1.8575139,28,43.242091
-1.5299493,28,43.245319
-0.4818009,33,43.251684
-1.1433094,38,43.259054
-1.3195162,29,43.260433
-1.3170786,31,43.264962
-1.3969171,24,43.267039
-0.60840225,29,43.270537
-1.3310866,30,43.275973
-1.1486033,28,43.277308
-2.8166425,26,43.280838
-1.2169738,28,43.290374
-0.6189126,33,43.295764
-1.3068819,30,43.298699
-1.2941213,27,43.298723
-0.92402697,29,43.305504
-1.0425205,26,43.306476
-0.63078964,41,43.307554
-1.4389111,33,43.310395
-1.6348445,26,43.324
-2.3059826,32,43.324057
-0.9367188,32,43.333451
-1.0978653,32,43.333504
-1.2123836,27,43.337977
-1.7085321,26,43.339821
-0.95073265,34,43.342932
-1.0461725,28,43.352256
-0.5647268,30,43.354199
-0.12035704,46,43.355246
-1.5810952,29,43.362154
-1.2679095,27,43.366173
-1.7719486,33,43.366231
-0.7522899,31,43.368147
-1.5034994,27,43.369151
-1.0913403,28,43.379197
-1.961698,30,43.383703
-1.2413754,31,43.386559
-1.5619552,32,43.396298
-1.1213133,29,43.39737
-2.0066197,27,43.398435
-1.1242074,30,43.398458
-1.2584872,28,43.398466
-1.4907689,26,43.412475
-1.4992893,32,43.414924
-0.3580495,34,43.422956
-1.2780854,27,43.426115
-1.4146662,27,43.426159
-1.7435359,29,43.426169
-0.8693129,28,43.427079
-0.7185254,31,43.429069
-1.383702,27,43.43876
-1.0405902,28,43.441739
-1.9623507,26,43.450978
-1.1715274,27,43.452247
-1.2609271,33,43.456021
-0.8732232,29,43.458585
-0.9966161,33,43.460898
-1.6292179,40,43.468089
-1.4060495,29,43.470811
-1.24553,27,43.471821
-1.6047018,26,43.480913
-1.423358,28,43.481939
-0.93845445,31,43.489033
-1.3403394,33,43.494583
-1.5397732,25,43.496366
-1.616341,26,43.496391
-1.1909364,30,43.497354
-0.43102193,39,43.498284
-1.3896037,26,43.50566
-0.8946967,30,43.517709
-2.4068463,24,43.517771
-2.6219213,39,43.520237
-1.4539359,27,43.52566
-0.93897367,29,43.526842
-0.93344617,31,43.52808
-0.7459974,33,43.530508
-0.283879,31,43.538851
-0.90755504,29,43.549349
-1.0012468,28,43.550486
-0.38870066,31,43.551546
-1.6423852,26,43.553482
-1.2991126,30,43.558637
-1.7477913,29,43.560433
-0.81229985,33,43.562196
-1.7468834,31,43.56937
-1.6442934,26,43.574234
-0.96092236,28,43.578084
-0.70298755,31,43.580145
-1.4508203,30,43.582751
-1.312166,25,43.582807
-1.2890203,26,43.58955
-0.8587363,33,43.595381
-1.9535837,29,43.601623
-1.2621052,25,43.602737
