#{"t_start": 1766580948.9824572, "env_id": "None"}
r,l,t
-3.9151995,20,12.95973
-3.639009,21,12.961655
-3.3306491,20,12.963441
-3.4534376,21,12.964392
-3.4970949,18,12.965336
-2.9213133,22,12.974348
-4.316969,19,12.975283
-3.6451454,19,12.977243
-3.2848482,21,12.979018
-3.3123696,20,12.980019
-3.9357507,20,12.98275
-3.4361603,21,12.982782
-3.497691,20,12.983784
-3.8266277,20,12.992258
-3.5330834,22,12.995268
-3.504427,21,12.996229
-3.2495563,21,12.997967
-3.8005202,20,12.998
-3.8692954,20,13.000723
-3.7453527,21,13.002064
-3.2848868,21,13.003369
-3.2394915,21,13.016563
-3.6748562,19,13.017617
-2.8865461,21,13.02187
-3.327066,19,13.021921
-3.4059362,19,13.021929
-3.4681468,21,13.028613
-3.3380122,20,13.028653
-3.3290565,23,13.029954
-3.4598637,21,13.042013
-3.5480375,21,13.043104
-3.3511107,19,13.044174
-3.8519268,20,13.045089
-3.2657526,20,13.04511
-3.1448631,20,13.050624
-3.792026,21,13.051997
-3.5515373,20,13.052017
-3.454596,20,13.06571
-3.4408627,20,13.066849
-3.7955809,20,13.068047
-3.627778,20,13.069425
-3.1301224,22,13.071768
-3.784426,19,13.074482
-3.1339989,19,13.075414
-3.4834998,19,13.075435
-3.552539,20,13.089747
-3.2222695,21,13.089799
-3.2424986,20,13.091056
-3.371714,21,13.093501
-3.5707495,20,13.094702
-3.1402225,21,13.098905
-3.096645,20,13.09893
-3.1725264,22,13.101177
-3.7548673,19,13.109472
-4.1975093,20,13.110528
-3.412421,22,13.11311
-3.3768907,21,13.114065
-3.188539,20,13.114087
-3.7058072,18,13.115809
-3.5944018,20,13.117592
-3.7473416,19,13.118519
-3.3298764,20,13.12936
-3.3236768,20,13.130572
-3.460977,19,13.132837
-3.0864773,20,13.135172
-3.4291992,21,13.136251
-3.5381796,19,13.138414
-2.9085677,23,13.140416
-2.7278633,20,13.140455
-3.4826088,21,13.152613
-3.0974822,21,13.154051
-3.7704716,19,13.156251
-3.1917596,21,13.156277
-3.2489674,19,13.157224
-3.94558,19,13.159075
-3.660906,18,13.160295
-3.3593373,21,13.163446
-3.7927608,19,13.172383
-3.6166513,19,13.175089
-3.8355558,23,13.175114
-3.3561974,20,13.175122
-3.112029,21,13.176134
-4.4164367,21,13.1788
-3.5243134,21,13.179761
-3.2097323,20,13.18175
-3.3613594,19,13.19039
-3.4564202,19,13.193823
-3.7539024,20,13.195176
-4.1106524,21,13.196284
-3.5260751,21,13.197354
-2.8980083,22,13.200973
-3.6345718,20,13.201994
-3.3088365,22,13.202012
-3.7461903,21,13.210649
-3.5899239,19,13.212524
-3.2307203,20,13.212543
-3.5382829,20,13.214264
-3.7851372,20,13.215278
-4.00735,18,13.218114
-3.3618355,19,13.219414
-3.448366,21,13.220701
-3.477816,20,13.233022
-4.135534,20,13.235386
-2.8799067,21,13.236546
-3.3335621,20,13.237549
-3.3929162,19,13.237583
-3.449996,20,13.241149
-3.3330286,19,13.242052
-3.1413155,21,13.242939
-3.5649931,19,13.251455
-3.799809,19,13.253301
-3.1449585,19,13.254257
-4.035372,20,13.256243
-3.7158737,20,13.256268
-3.8550255,19,13.258971
-3.532422,20,13.260854
-3.3204446,21,13.262662
-3.411089,19,13.269818
-3.7613182,18,13.272048
-3.5474858,20,13.272958
-3.6419811,20,13.275617
-3.379998,21,13.27658
-3.0602982,21,13.279974
-3.742366,21,13.281791
-3.467282,21,13.283513
-3.3675306,20,13.290372
-3.4879923,19,13.292766
-3.810249,21,13.294212
-3.1708398,20,13.297221
-3.423774,21,13.299153
-3.3767142,20,13.300947
-2.4813194,21,13.3037
-3.1544101,23,13.307297
-3.4146125,21,13.310983
-3.87074,20,13.312728
-2.8987796,23,13.314436
-4.10414,20,13.315497
-3.0295057,21,13.318151
-3.5052974,20,13.319056
-3.3166583,20,13.321659
-3.5702488,19,13.32489
-3.144254,20,13.329499
-3.5269616,20,13.333166
-3.6379378,22,13.333194
-3.2940996,20,13.334095
-3.5311074,18,13.336464
-3.3155832,21,13.338741
-3.612516,20,13.341341
-3.4347162,20,13.343812
-3.337098,19,13.347222
-3.580958,20,13.351601
-3.8061774,20,13.352507
-3.0177336,21,13.352531
-3.8106368,19,13.353451
-3.6994708,20,13.357037
-3.8970175,21,13.361962
-4.2236633,19,13.363466
-3.5588155,21,13.370491
-3.542787,19,13.374385
-3.945245,21,13.375338
-3.9288976,19,13.375358
-3.0282373,21,13.376373
-3.1391447,21,13.379803
-3.622836,20,13.382572
-3.3720303,20,13.383491
-3.900576,20,13.389232
-4.1837444,20,13.392848
-3.6584725,20,13.3939
-3.7897766,19,13.393923
-3.4788039,20,13.393932
-2.958936,21,13.40097
-3.367088,20,13.403812
-3.7117038,19,13.403855
-3.5147748,19,13.40961
-4.053491,18,13.413876
-3.472511,20,13.415785
-3.6121228,21,13.416828
-3.4436228,22,13.416851
-4.0762415,19,13.423637
-3.1623826,21,13.426306
-3.2904348,24,13.427634
-3.6199923,20,13.431664
-3.6985745,18,13.433668
-3.3911853,20,13.439209
-3.7157135,22,13.440306
-3.6477292,21,13.440355
-3.8092704,21,13.44598
-3.5220356,21,13.448242
-3.0739505,20,13.448287
-3.4636083,21,13.453025
-3.9690397,21,13.455631
-3.5808277,20,13.461819
-3.3427467,20,13.463658
-3.4293895,20,13.463706
-3.2458196,20,13.470674
-3.4248006,18,13.470728
-3.9020226,19,13.471949
-3.8608131,20,13.478615
-2.8912206,20,13.480932
-3.8083014,19,13.484465
-3.2714229,20,13.48707
-2.9307156,20,13.487125
-4.0556035,19,13.492616
-3.8001444,19,13.493929
-3.4658685,23,13.496983
-3.3237877,19,13.500183
-3.6909897,20,13.503104
-2.5613422,20,13.508106
-3.1999846,22,13.508157
-3.6526906,21,13.509298
-3.3798015,20,13.515225
-3.4031665,22,13.516256
-3.5356557,20,13.518689
-3.2006807,19,13.521254
-3.5839555,22,13.528939
-4.022038,18,13.53011
-3.7276497,19,13.531138
-3.5223906,21,13.53465
-3.7471836,19,13.540076
-3.671473,21,13.541439
-3.0731456,20,13.544068
-2.999126,22,13.549355
-3.109519,20,13.556414
-3.4340296,19,13.556475
-3.3518507,21,13.556488
-4.1347694,20,13.5618
-3.4972844,19,13.565926
-2.9372032,20,13.568715
-3.5734806,19,13.570518
-3.8035386,20,13.581403
-3.5024843,19,13.589202
-3.6270032,20,13.591698
-3.506195,21,13.593698
-3.3744116,21,13.601695
-3.9153438,21,13.606014
-3.0871453,20,13.608386
-3.5617118,20,13.611631
-3.304913,20,13.620416
-3.2976735,19,13.624902
-3.4623299,21,13.629358
-3.3483796,20,13.629411
-3.6299233,19,13.63846
-3.1053329,23,13.640252
-3.4541543,20,13.641893
-3.4206624,19,13.641931
-3.6608853,19,13.648569
-3.5862803,19,13.65167
-3.8417392,19,13.654839
-3.7099552,20,13.656126
-3.2389026,19,13.665145
-3.6955037,20,13.665201
-3.2433803,21,13.665209
-3.8543181,20,13.666216
-2.8548937,22,13.674374
-3.344758,20,13.675363
-3.5168042,20,13.678262
-3.8886247,21,13.680163
-3.4929743,20,13.686264
-3.057605,20,13.68631
-3.6385753,22,13.688229
-3.3728871,22,13.689441
-3.2079759,20,13.693846
-4.0628786,20,13.694773
-3.4333763,21,13.698395
-3.008615,21,13.700362
-3.642022,18,13.703009
-3.2532883,20,13.704748
-3.6041708,19,13.705699
-3.6562645,20,13.707688
-3.495973,20,13.712821
-3.4622343,21,13.712847
-3.5817223,20,13.716688
-4.0837746,18,13.716729
-3.7511263,19,13.722515
-3.4229794,21,13.722552
-2.9788344,20,13.72504
-3.5854652,20,13.727533
-3.673724,18,13.732907
-3.3684108,18,13.732964
-3.570572,20,13.739561
-4.0367384,21,13.740533
-3.4140828,19,13.744486
-3.1450808,21,13.746581
-3.7826118,21,13.748569
-3.6713443,22,13.75166
-3.5114512,19,13.752846
-3.3059983,22,13.756561
-2.871074,21,13.761538
-3.4522429,20,13.761569
-3.41878,18,13.763396
-3.1581554,21,13.768935
-3.590887,20,13.769957
-3.3951125,19,13.771907
-3.855743,21,13.774668
-3.4829745,22,13.778896
-3.2806156,19,13.780771
-3.5510516,19,13.782695
-3.4918888,21,13.782726
-3.738117,20,13.788317
-3.5279655,20,13.789316
-3.337626,20,13.791308
-4.221614,22,13.798793
-3.5744615,19,13.800909
-3.967358,20,13.806723
-3.0695019,21,13.81066
-3.000764,21,13.810703
-3.2541761,20,13.816775
-3.3753276,21,13.819213
-3.2955952,22,13.822683
-3.3550427,21,13.826774
-3.768674,20,13.829475
-3.391495,23,13.829505
-3.1977468,21,13.832976
-3.2146258,21,13.833004
-3.5438945,20,13.836615
-3.168469,22,13.840329
-3.4225397,20,13.841365
-4.0444446,18,13.843327
-3.499871,19,13.847103
-4.111227,21,13.84905
-3.4649415,19,13.850966
-3.395175,23,13.854467
-2.864738,22,13.857242
-3.8033323,19,13.858223
-3.2259703,22,13.863695
-3.6209793,20,13.863742
-3.9219096,19,13.867355
-3.600204,21,13.872844
-3.292094,20,13.873898
-3.6958663,20,13.879511
-3.100871,19,13.88219
-3.5345106,20,13.884724
-3.9382396,18,13.886977
-3.3260653,21,13.89091
-3.2807848,22,13.896147
-3.4155083,20,13.899892
-3.171401,21,13.904683
-3.584759,20,13.916524
-3.0595317,21,13.924724
-3.0026388,21,13.932852
-3.173102,20,13.93769
-3.9301488,20,13.94739
-3.6317189,20,13.962494
-3.6098607,19,13.965602
-3.492104,20,13.973588
-2.9127014,22,14.000443
-3.41252,19,14.000507
-3.5264754,20,14.010921
-3.4809177,20,14.013167
-3.5772703,20,14.025286
-3.2265823,20,14.040192
-3.9682627,21,14.049526
-3.7577,19,14.051916
-3.7948828,20,14.084062
-3.546852,21,14.085838
-3.2828934,19,14.089186
-3.8785677,20,14.089227
-3.5810966,22,14.099179
-3.5887985,20,14.102063
-3.697146,19,14.103405
-3.3804564,19,14.10481
-3.461568,19,14.11279
-3.6414866,20,14.116064
-3.4562054,20,14.119594
-3.368723,21,14.121151
-3.5401316,19,14.126251
-3.1787453,20,14.131027
-3.5622983,19,14.132534
-3.5410326,21,14.134051
-3.5117383,21,14.143511
-3.4829795,20,14.144905
-3.700921,19,14.145918
-3.932693,19,14.146866
-3.2275474,20,14.151891
-3.9224827,20,14.154926
-3.3489687,20,14.157623
-3.4576857,21,14.157671
-3.7344031,19,14.164325
-3.5729427,20,14.166328
-3.620884,18,14.166351
-2.9664202,21,14.168258
-2.9649775,21,14.173848
-3.4310966,20,14.175841
-3.6626549,21,14.178479
-3.3006127,21,14.178504
-3.7992146,19,14.183137
-3.5744808,20,14.187009
-3.5738175,21,14.188062
-3.42095,23,14.192151
-3.3932743,20,14.195319
-4.1299977,20,14.197663
-3.5491972,20,14.201185
-3.6485023,20,14.201228
-3.1438024,22,14.208688
-3.8169503,19,14.209932
-3.6709151,20,14.209979
-3.562356,21,14.21594
-2.859386,20,14.217852
-3.2181253,19,14.219199
-3.818811,19,14.222154
-3.8290477,21,14.224159
-3.9305544,19,14.228816
-3.9321923,19,14.228854
-3.4532802,21,14.229796
-3.7194867,21,14.236149
-3.6328545,20,14.237227
-4.095483,19,14.237253
-3.545292,18,14.239154
-3.2061381,20,14.243326
-4.1286807,19,14.246932
-3.4647737,19,14.247849
-3.2006214,21,14.248761
-3.3462155,20,14.255146
-3.829037,19,14.255186
-2.5718105,21,14.256885
-4.3411365,22,14.25944
-3.0384023,21,14.2624
-3.4520612,19,14.265299
-3.5109384,22,14.267503
-3.489098,21,14.268783
-3.4890182,19,14.274983
-3.1802218,20,14.27623
-3.3235457,21,14.27946
-3.133702,21,14.282156
-3.660563,21,14.28595
-3.7524285,21,14.289431
-3.79136,20,14.291331
-3.4189572,22,14.292633
-3.9274926,20,14.296523
-3.869618,19,14.296554
-3.8891253,18,14.298808
-4.202533,18,14.305438
-4.0708222,21,14.30549
-3.2700217,20,14.30996
-3.6099834,20,14.31178
-3.1164167,20,14.312654
-2.9376485,20,14.316043
-3.6665552,19,14.316958
-3.5491297,22,14.317938
-3.7606065,19,14.322711
-4.1584654,20,14.32365
-3.5345762,19,14.327432
-3.3580666,20,14.330986
-3.671143,22,14.334558
-3.3242416,20,14.337137
-3.5261574,20,14.3383
-3.035338,21,14.340886
-4.070766,19,14.344486
-3.0864487,20,14.346489
-3.3138354,19,14.349197
-3.9132009,19,14.352436
-3.7308588,19,14.355619
-3.3764596,19,14.358846
-4.0543394,20,14.358887
-4.2019186,20,14.361467
-3.5328074,21,14.365018
-3.8360791,21,14.367008
-4.205129,20,14.36886
-3.1327581,20,14.371446
-4.558826,19,14.373294
-3.497008,20,14.377198
-3.03608,21,14.378199
-3.1993449,21,14.381623
-3.5426672,20,14.385259
-3.4675114,24,14.392213
-3.0701687,22,14.39226
-3.7638044,21,14.394905
-3.9114754,19,14.394938
-4.1352115,18,14.399635
-4.1860704,21,14.402232
-3.1781797,21,14.407409
-3.8980849,22,14.413186
-4.1914835,18,14.415829
-3.6477304,20,14.418439
-3.578382,19,14.419988
-3.483014,21,14.422606
-3.9609127,20,14.428786
-4.082633,22,14.428831
-2.8797224,22,14.436221
-3.512679,21,14.439802
-3.8341832,20,14.440966
-3.8625953,19,14.444762
-2.8535595,23,14.44572
-2.921626,22,14.445747
-3.062574,19,14.44967
-3.7942462,20,14.450741
-3.2771165,19,14.455197
-3.618475,19,14.459011
-3.7876408,22,14.463335
-3.5207996,20,14.465332
-3.7193503,20,14.466312
-2.8122346,21,14.46724
-3.7080326,19,14.469164
-3.8449655,20,14.470931
-4.232029,20,14.475658
-3.8211055,20,14.479723
-3.4704163,18,14.484234
-3.4540687,21,14.485494
-3.3251462,19,14.487697
-2.796446,21,14.488792
-3.9210546,20,14.490822
-3.8350902,19,14.491786
-2.8531156,22,14.500155
-3.7199204,19,14.500196
-3.5413275,20,14.505558
-3.9483094,19,14.507478
-4.0902977,21,14.507503
-3.465619,18,14.51031
-3.0870936,21,14.510341
-3.285783,20,14.511349
-3.2869246,19,14.518532
-3.4534872,22,14.521294
-3.1624732,19,14.523046
-3.849298,19,14.524986
-3.139117,21,14.527488
-3.7657137,19,14.529058
-3.9064856,20,14.53038
-3.2027903,22,14.534091
-3.9357986,19,14.538829
-3.6938424,20,14.543892
-3.4355946,20,14.549084
-3.1363049,23,14.550646
-4.0636067,19,14.550688
-3.7045908,18,14.550696
-3.9241762,19,14.553338
-3.7581887,21,14.558645
-3.7401936,20,14.562669
-3.5254235,20,14.566879
-3.5333462,20,14.570527
-3.690942,21,14.57233
-3.519893,21,14.572352
-4.2460723,22,14.573349
-4.3034635,20,14.573374
-3.64511,21,14.580597
-3.298436,19,14.583003
-3.210401,22,14.590613
-3.1979897,22,14.594282
-3.0287187,20,14.594319
-3.5214748,20,14.594328
-3.8575082,20,14.595507
-3.6992755,21,14.596785
-3.425579,19,14.601684
-3.7150888,20,14.605308
-3.1529114,21,14.61592
-3.364298,19,14.618201
-4.0187626,19,14.619368
-3.349863,20,14.619406
-3.2505984,20,14.619415
-3.2136168,19,14.620883
-3.6284187,21,14.627373
-3.3072956,21,14.630277
-3.5524926,19,14.636508
-4.476473,20,14.639383
-4.0510697,19,14.639428
-3.3286982,19,14.640367
-2.6972523,21,14.641328
-3.780313,21,14.641347
-3.4146166,20,14.648798
-3.2986987,21,14.653852
-3.5175886,18,14.656719
-4.02162,19,14.660573
-3.742618,19,14.660611
-4.205579,19,14.661648
-3.7668707,19,14.662627
-3.304189,20,14.663908
-3.6130607,20,14.671053
-3.2061224,20,14.675472
-3.772386,21,14.679283
-3.3943472,19,14.682529
-3.3302999,21,14.683622
-3.4852116,21,14.683645
-3.3717754,19,14.683653
-2.748396,21,14.686749
-3.7145667,21,14.692134
-3.1290352,19,14.693894
-3.6443114,21,14.699082
-3.8496814,20,14.701016
-3.2520247,20,14.702011
-3.5882003,20,14.70203
-3.7403934,21,14.702953
-3.2855284,19,14.703862
-3.4903119,19,14.709496
-3.626024,20,14.713097
-3.513936,18,14.718269
-3.6759586,19,14.721892
-3.713994,19,14.722906
-3.5445938,20,14.723859
-3.6203046,21,14.727185
-3.0700738,22,14.727232
-3.2380562,22,14.733567
-3.822583,20,14.734764
-3.4102645,20,14.74225
-4.0566077,19,14.742301
-3.725153,23,14.74231
-3.4090884,19,14.743289
-3.2693052,19,14.746238
-3.3276474,22,14.74924
-3.2134407,20,14.753837
-3.878031,20,14.75482
-3.3778868,19,14.760091
-3.2973046,18,14.760126
-3.5853095,20,14.761088
-3.324481,21,14.762355
-3.3418748,21,14.766297
-3.334331,22,14.769853
-2.7333636,21,14.774295
-3.333444,22,14.774331
-3.7942944,19,14.778395
-3.6030009,19,14.780972
-3.6846075,20,14.781001
-4.3737073,23,14.783672
-4.6929293,18,14.78491
-3.1492796,23,14.794653
-3.25271,19,14.796139
-3.6979625,19,14.79618
-3.2518065,19,14.800099
-3.828946,18,14.803537
-4.057804,20,14.803585
-3.781582,22,14.805684
-3.4217286,20,14.807009
-3.3719196,19,14.814615
-3.494962,19,14.815872
-3.4181113,21,14.818078
-3.8308394,21,14.82194
-3.4599466,21,14.824743
-3.4071898,21,14.824779
-3.6187696,19,14.825788
-3.6402626,20,14.825815
-2.9614894,20,14.834358
-3.3978095,22,14.835269
-3.795052,19,14.839035
-3.0815165,23,14.839066
-4.0274515,20,14.842819
-3.1401744,21,14.843767
-3.380338,20,14.843783
-2.8854518,21,14.844697
-3.440894,19,14.855603
-2.8788185,20,14.855651
-3.301448,20,14.860047
-3.6803083,20,14.860077
-3.4844651,19,14.863528
-3.1165264,19,14.863565
-3.9949932,20,14.863573
-3.253605,19,14.864857
-3.6883545,19,14.875117
-3.833098,20,14.876271
-3.5643656,19,14.879991
-3.975941,20,14.880983
-3.570147,20,14.885396
-4.046549,20,14.885434
-4.0135584,20,14.886324
-4.639291,22,14.88735
-3.3900232,19,14.89369
-2.991723,22,14.897177
-3.0178995,20,14.899047
-3.4251018,22,14.901765
-3.3014312,19,14.902738
-3.9161134,19,14.903691
-3.5178094,22,14.90548
-3.874308,20,14.905505
-3.5286248,20,14.911807
-3.78913,20,14.916409
-3.306288,19,14.917842
-3.6148264,19,14.921735
-2.9684434,20,14.924905
-4.046813,20,14.925972
-3.9573467,19,14.926928
-3.0269203,20,14.928232
-2.9754586,21,14.936896
-3.957996,20,14.940296
-3.1656532,20,14.941227
-3.883287,20,14.94399
-3.582643,19,14.945157
-4.367385,19,14.947583
-3.041781,20,14.947619
-3.6077335,18,14.947627
-3.1521232,21,14.95799
-3.6188216,19,14.958939
-4.0835304,20,14.960856
-3.3775434,19,14.963484
-3.564182,20,14.963512
-3.80063,20,14.966005
-3.0962048,21,14.966996
-3.2648702,21,14.967022
-3.3097656,20,14.975997
-3.4797797,21,14.977862
-3.9124312,22,14.980601
-2.9617019,20,14.981813
-3.6902056,20,14.981845
-4.425192,18,14.984602
-3.8703232,19,14.986034
-3.5159206,21,14.987356
-4.0114264,19,14.998199
-3.4501312,20,15.001476
-3.1697984,20,15.004727
-3.0001998,20,15.005919
-3.4963837,22,15.008263
-3.4071677,21,15.009653
-3.7841108,20,15.01097
-3.5558367,22,15.01227
-3.7844043,20,15.022691
-3.5786693,20,15.026771
-3.5101857,19,15.029394
-3.7759407,22,15.033183
-3.8872495,19,15.033211
-3.4434476,21,15.034376
-3.7827332,19,15.0344
-3.2412908,20,15.036736
-4.480939,20,15.045309
-3.6644864,20,15.048608
-3.642024,20,15.051177
-3.5454843,19,15.056456
-3.198285,21,15.057772
-3.7250624,22,15.059359
-3.2412996,21,15.059396
-2.9587474,23,15.063613
-3.2203093,21,15.070606
-3.5728545,21,15.073914
-3.8348408,21,15.076002
-3.8611343,18,15.077261
-3.6461146,19,15.080166
-3.471228,21,15.081194
-3.8936193,21,15.082238
-3.4242916,20,15.085091
-3.4068973,20,15.092036
-3.205158,21,15.095767
-3.6029556,19,15.096805
-3.855145,21,15.097866
-3.0608242,21,15.103108
-3.590422,23,15.104033
-3.3832927,21,15.104056
-3.2767642,21,15.106882
-3.6625137,19,15.110557
-3.3426685,19,15.115256
-3.2816553,20,15.115297
-4.0997787,18,15.115305
-3.2445755,19,15.123356
-3.590916,20,15.123404
-3.1682937,20,15.124664
-3.4254951,20,15.128522
-3.1743379,20,15.132868
-3.4459271,19,15.137305
-3.663493,20,15.138374
-3.5805016,21,15.139421
-3.2692823,19,15.144181
-4.206106,18,15.144213
-3.743698,21,15.146598
-3.495288,20,15.149396
-3.0774117,22,15.154786
-3.6351142,18,15.155763
-3.8477874,19,15.157519
-3.5437937,21,15.157547
-4.0665245,18,15.162036
-3.9158323,19,15.162971
-3.5593193,20,15.16565
-3.5452802,19,15.167624
-3.8187144,18,15.172806
-3.5447042,21,15.174593
-4.469194,19,15.175569
-3.8948855,20,15.176642
-3.6102467,19,15.179494
-3.3919864,20,15.18135
-3.5969684,21,15.185032
-3.303278,20,15.186332
-3.493082,21,15.195145
-3.1397963,20,15.196493
-3.8780782,21,15.198795
-3.7222571,19,15.201264
-3.3254411,22,15.201287
-3.1638947,22,15.207545
-3.2146084,20,15.210071
-3.2957993,20,15.21149
-3.9020321,19,15.218091
-3.149006,21,15.22136
-3.8216972,20,15.222359
-3.4651823,23,15.227275
-3.0993357,23,15.227321
-3.9111032,20,15.229232
-2.3297637,21,15.231916
-3.1864486,20,15.231941
-3.9720545,19,15.237368
-3.9846828,21,15.24187
-4.0144343,21,15.242848
-3.5593958,20,15.246649
-3.2964365,20,15.246681
-3.505005,20,15.248853
-3.5508072,19,15.250718
-3.471645,22,15.253883
-3.7136016,20,15.257863
-3.3462129,21,15.265013
-3.2684424,20,15.265061
-4.0287557,20,15.269846
-3.464991,20,15.272391
-3.2082813,23,15.273846
-3.306563,21,15.276172
-3.5803561,19,15.277394
-3.8145974,19,15.280259
-3.968215,21,15.288191
-3.1569734,22,15.289424
-3.503584,20,15.291294
-3.6530097,19,15.293443
-3.414224,20,15.293482
-3.3677566,21,15.297524
-3.4633083,20,15.29756
-3.6113153,22,15.30203
-3.2117481,20,15.307264
-2.9465523,22,15.309872
-3.2162814,19,15.310885
-3.669662,19,15.310902
-3.6686993,22,15.311837
-3.838031,20,16.134838
-3.3400266,20,16.134903
-3.1568012,21,16.14157
-3.7719643,19,16.14603
-3.2929406,19,16.149372
-3.4487007,19,16.150603
-3.559234,20,16.151625
-3.3298905,20,16.152659
-3.1600015,20,16.156443
-3.4724467,21,16.157545
-3.6197534,19,16.161266
-3.2186353,22,16.167598
-3.2361467,21,16.16977
-3.8444247,21,16.171087
-3.9973903,20,16.172352
-3.227753,22,16.173699
-3.398427,21,16.178722
-2.838161,21,16.180098
-3.6220448,21,16.184196
-3.4327583,19,16.191441
-3.6424997,18,16.192416
-3.3688076,22,16.192456
-3.8200836,21,16.194313
-3.4684453,20,16.195343
-3.7030594,21,16.201253
-2.9346213,21,16.202603
-3.2898414,22,16.207661
-3.2599683,18,16.210638
-3.35249,20,16.213333
-2.7017598,21,16.214415
-2.541987,21,16.217433
-2.747716,22,16.217464
-3.6016092,20,16.221197
-2.8486972,20,16.222301
-3.5611982,19,16.226119
-3.4006462,20,16.229882
-3.8015697,22,16.235158
-3.013626,20,16.237235
-3.0738125,24,16.23853
-3.1438937,21,16.238569
-3.627379,19,16.2425
-3.3638747,22,16.244754
-3.8080513,19,16.247224
-3.8088663,19,16.250934
-3.5705686,24,16.260582
-3.128252,21,16.260625
-3.2094269,22,16.261862
-2.7496772,23,16.261886
-2.819733,21,16.264004
-3.033742,23,16.267906
-3.6213899,19,16.270157
-3.7367249,23,16.2702
-3.3584538,19,16.281027
-3.110336,20,16.282112
-3.8752573,19,16.282134
-3.1398637,22,16.284814
-3.3784094,21,16.286207
-3.5849116,22,16.291401
-3.3294446,20,16.291448
-3.341459,21,16.292397
-3.428053,22,16.302109
-3.2796278,21,16.302151
-3.6095402,21,16.30216
-3.3031788,20,16.303926
-3.573544,20,16.305095
-3.5717106,20,16.311144
-3.2384007,21,16.312261
-3.5785756,21,16.313316
-3.018813,21,16.324557
-3.3448863,20,16.325573
-3.0876787,22,16.325592
-3.3267634,23,16.326525
-2.8452964,23,16.329721
-3.0122805,21,16.334816
-3.426694,23,16.335894
-3.2213628,22,16.337031
-3.2507248,19,16.345566
-3.3605664,21,16.348576
-2.859111,23,16.350539
-3.471772,22,16.350569
-3.3221226,20,16.351475
-3.0048347,21,16.356041
-3.8272545,20,16.357028
-3.9247818,22,16.358064
-3.100782,20,16.364592
-3.4137082,19,16.366278
-3.2116187,20,16.36898
-3.0066805,20,16.369952
-3.5090098,22,16.370935
-3.4622927,20,16.375507
-3.237349,21,16.379298
-2.6676052,22,16.379323
-3.5299091,21,16.388005
-2.50284,21,16.389949
-3.4579616,19,16.391894
-3.0504556,22,16.393775
-3.3942661,20,16.393795
-3.3808675,22,16.399438
-3.1350422,20,16.40045
-2.7357607,23,16.403973
-3.7425578,20,16.409758
-2.6163251,23,16.410744
-3.703286,21,16.41263
-2.7700078,21,16.414503
-3.738273,22,16.415457
-3.751476,18,16.417299
-2.9174857,22,16.422916
-3.442071,21,16.425147
-3.216236,20,16.429769
-3.1507812,21,16.431836
-3.600731,20,16.435283
-3.113923,22,16.435306
-3.5852716,18,16.436259
-3.241445,22,16.438201
-2.671496,20,16.444162
-3.1154149,19,16.445527
-3.3745306,20,16.452623
-3.581106,20,16.455105
-3.3545299,20,16.458749
-3.605025,19,16.459733
-3.3666143,23,16.460775
-3.1401665,23,16.460793
-3.5637565,20,16.465938
-2.973312,20,16.467062
-3.0890179,21,16.475162
-3.6589413,22,16.478102
-3.7875369,18,16.47918
-3.6302645,21,16.481259
-3.2434042,19,16.481296
-3.005206,20,16.482272
-3.2239788,20,16.486861
-2.9243245,21,16.488576
-2.3756015,21,16.495236
-3.3848095,21,16.497926
-3.7005906,19,16.498932
-3.097127,22,16.499925
-3.412468,20,16.499945
-2.5844605,21,16.50171
-3.9135437,19,16.504483
-2.7584124,22,16.509913
-3.120821,22,16.518074
-3.562292,19,16.5194
-3.4866934,21,16.520495
-3.4420364,21,16.522337
-3.0520408,22,16.523269
-3.5492823,21,16.52421
-3.5837698,20,16.526202
-3.6636317,19,16.530632
-3.498401,20,16.539399
-3.633155,20,16.540787
-3.301755,19,16.54423
-3.459604,20,16.544272
-2.7467282,23,16.545293
-3.475122,20,16.54634
-3.371194,21,16.54976
-3.301022,21,16.553797
-2.502841,23,16.563768
-3.3368487,22,16.563811
-2.8682728,20,16.56477
-3.4495265,21,16.566557
-3.35944,22,16.56659
-3.2393725,21,16.567568
-3.5528624,20,16.569443
-3.2446916,19,16.572186
-3.0942283,20,16.585642
-3.1138835,21,16.586743
-3.7866843,21,16.587847
-3.2089322,22,16.59047
-3.509077,23,16.591429
-3.266747,22,16.591448
-3.7102478,21,16.592317
-3.4922025,22,16.59598
-3.5590887,21,16.606357
-3.4799538,21,16.607443
-3.4187598,19,16.609708
-3.1690056,22,16.609755
-3.5997052,19,16.610852
-3.4160469,21,16.612652
-2.7004464,23,16.615526
-2.8495023,21,16.617959
-3.9832392,18,16.625435
-3.4831164,20,16.626438
-3.1228874,20,16.629211
-3.5950143,20,16.629235
-3.454794,20,16.630233
-3.0145857,21,16.633064
-3.3750787,21,16.635626
-3.180472,22,16.638143
-3.6442337,19,16.643069
-2.8458939,20,16.645712
-3.1550975,20,16.649322
-3.1824887,20,16.650763
-3.2371635,21,16.650813
-3.6794844,21,16.655447
-3.073598,19,16.656583
-2.8379347,20,16.660995
-3.146295,20,16.666664
-2.9724395,21,16.670058
-2.7124166,21,16.674229
-3.3487437,21,16.674264
-2.9930925,23,16.675384
-4.2024117,19,16.676792
-2.8281565,21,16.680205
-3.838925,20,16.683207
-3.979301,23,16.692531
-3.5035195,21,16.693858
